ANDERSON FORECAST                                                                                                 
    11.27    48.51    72.00    58.59   170.99                                                                 1971
    14.48    50.13    81.10    43.81   152.54                                                                 1972
    16.22    43.87    54.20    31.15    95.47                                                                 1973
    11.77    52.29    67.60    40.08   132.69                                                                 1974
     9.13    45.60    55.80    61.74   124.27                                                                 1975
     9.97    54.96    66.80    57.91   154.77                                                                 1976
    17.03    17.18    11.20    32.41    22.34                                                                 1977
     3.50    53.61    66.50    42.41    85.12                                                                 1978
     5.70    40.80    57.40    23.65    46.97                                                                 1979
     5.57    34.39    59.10    40.01    71.88                                                                 1980
     9.40    33.74    30.90    59.52    50.86                                                                 1981
     5.08    69.21    83.80    55.66   149.57                                                                 1982
    15.84    50.23    67.70    47.33   160.73                                                                 1983
    26.50    53.98    64.90    35.54   177.78                                                                 1984
    26.17    33.37    55.40    28.17    90.80                                                                 1985
    12.08    46.98    71.40    52.71   149.82                                                                 1986
    16.18    27.24    34.50    41.59    36.72                                                                 1987
     5.91    28.94    38.50    39.74    30.39                                                                 1988
     4.91    43.55    67.00    36.37    65.90                                                                 1989
     7.47    28.82    37.30    36.76    24.42                                                                 1990
     3.89    25.53    39.70    56.28    40.97                                                                 1991
     8.31    24.23    27.90    32.50    11.67                                                                 1992
     4.84    37.63    57.70    55.93    92.64                                                                 1993
    11.21    29.27    40.70    26.10    27.90                                                                 1994
     6.23    54.34    44.10    55.18    87.22                                                                 1995
    11.33    44.46    52.80    43.27    91.93                                                                 1996
     8.35    75.22    88.60    45.75   183.52                                                                 1997
    13.21    37.43    57.40    44.80   112.83                                                                 1998
    13.99    51.11    64.20    35.19   101.55                                                                 1999
    11.95    32.06    49.10    33.40    40.77                                                                 2000
     7.58    35.15    35.20    28.80    17.91                                                                 2001
     3.44    37.96    46.50    42.92    23.23                                                                 2002
     3.09    31.61    40.40    31.77    21.66                                                                 2003
     1.84    45.74    63.10    44.53    30.83                                                                 2004
     5.09    30.81    36.70    53.07    44.35                                                                 2005
     1.72    52.90    66.80    40.54   101.60                                                                 2006
     9.74    42.13    41.40    25.16    30.90                                                                 2007
     4.42    55.00    56.00    36.62    45.42                                                                 2008
     4.02    55.10    43.60    75.91    87.08                                                                 2009
     8.12    28.75    30.90    74.15    46.90                                                                 2010
    13.78    67.74    51.10    77.19   161.09                                                                 2011
    15.24    42.87    44.70    36.71    50.22                                                                 2012
TETON R NR ST ANTHONY FORECAST                                                                                    
  5  5 72                 1 11941     1   1     890                                                               
TETON                                                                                                             
    78.30    28.30    60.50    28.57   415.10                                                                 1941
    91.30    35.48    61.20    27.82   479.80                                                                 1942
    86.10    52.64   126.40    14.06   596.60                                                                 1943
   103.50    34.65    56.00    31.43   454.70                                                                 1944
    89.10    37.56    82.60    34.72   548.40                                                                 1945
   103.60    32.81    97.80    12.35   506.80                                                                 1946
    99.20    38.45    80.10    19.80   476.50                                                                 1947
    89.90    35.05    94.80    20.67   498.50                                                                 1948
    87.60    43.19   122.40    18.79   526.40                                                                 1949
    91.70    42.29   103.10    14.44   532.40                                                                 1950
   101.10    33.40    98.60    18.71   513.20                                                                 1951
   102.40    42.53   124.60    14.00   565.80                                                                 1952
    84.20    27.06    95.80    20.56   428.10                                                                 1953
    78.40    30.20    97.80    22.63   419.00                                                                 1954
    83.30    27.66    91.70    16.05   360.90                                                                 1955
    93.00    52.73   130.50    16.76   552.70                                                                 1956
    94.60    37.76   110.70    32.37   586.80                                                                 1957
    94.60    35.91    87.00    11.93   459.00                                                                 1958
    82.20    30.65    88.50    22.54   418.20                                                                 1959
    85.50    27.08    63.60    12.09   382.30                                                                 1960
    80.50    28.29    74.90    12.78   350.00                                                                 1961
    79.90    39.34   110.40    17.35   533.20                                                                 1962
    86.70    28.43    54.80    37.63   431.10                                                                 1963
    81.10    36.18    87.60    30.13   564.30                                                                 1964
   101.20    35.86   116.40    24.17   543.60                                                                 1965
   101.60    21.31    76.10    14.68   378.90                                                                 1966
    77.50    31.66    93.00    31.24   509.40                                                                 1967
    98.80    45.98    88.10    25.03   534.00                                                                 1968
    99.70    42.35    92.40    16.89   522.80                                                                 1969
    87.20    32.19   103.20    26.04   580.50                                                                 1970
    97.72    44.07   143.80    29.68   766.14                                                                 1971
   111.75    41.07   125.60    23.44   660.13                                                                 1972
   102.54    44.34    78.90    14.21   484.82                                                                 1973
   101.15    56.53   136.70    16.94   684.41                                                                 1974
   102.54    46.78   101.90    30.84   621.10                                                                 1975
   118.90    56.04   142.20    23.48   711.22                                                                 1976
    96.80    20.60    43.10    20.60   264.82                                                                 1977
    71.70    49.19   120.10    24.09   535.58                                                                 1978
    95.13    36.55   107.30    13.73   462.33                                                                 1979
    94.45    36.20    86.10    25.49   462.93                                                                 1980
    80.69    31.37    59.90    39.08   441.41                                                                 1981
    71.12    62.00   139.10    29.47   649.21                                                                 1982
    98.46    49.66   104.80    24.63   668.68                                                                 1983
   142.51    53.38    88.80    19.25   816.80                                                                 1984
   110.37    34.65    86.90    16.48   530.36                                                                 1985
    88.86    47.45   106.00    25.09   692.37                                                                 1986
   102.84    26.13    51.50    32.39   423.68                                                                 1987
    62.32    30.03    78.30    21.38   365.80                                                                 1988
    60.22    53.67   113.20    16.11   489.51                                                                 1989
    81.84    30.70    74.50    22.27   400.29                                                                 1990
    62.76    30.69    79.70    30.56   425.82                                                                 1991
    70.86    28.36    59.30    18.16   319.11                                                                 1992
    61.78    33.88    84.80    31.12   538.98                                                                 1993
   100.77    28.41    64.10    15.67   362.78                                                                 1994
    65.11    64.59   105.60    26.70   629.13                                                                 1995
    96.87    45.97   101.50    24.67   653.49                                                                 1996
    98.06    66.46   126.80    26.59   879.52                                                                 1997
   111.96    39.85    83.30    26.02   664.35                                                                 1998
    99.30    50.21   114.10    23.07   627.75                                                                 1999
    97.01    34.79    86.50    18.61   440.62                                                                 2000
    73.48    31.30    54.10    11.49   293.90                                                                 2001
    58.95    34.94    76.00    22.24   354.96                                                                 2002
    67.07    33.54    84.30    16.11   367.62                                                                 2003
    65.46    39.36    88.00    25.67   366.43                                                                 2004
    73.88    29.89    64.00    31.04   413.80                                                                 2005
    82.72    51.04   103.40    17.83   596.24                                                                 2006
    92.31    34.01    66.40    13.35   384.29                                                                 2007
    76.41    52.46   101.40    19.64   571.10                                                                 2008
    85.83    51.61    86.50    37.50   574.01                                                                 2009
    80.34    31.39    53.60    38.24   491.17                                                                 2010
    86.85    63.95   107.90    38.71   775.32                                                                 2011
   111.24    42.66    88.70    17.12   521.46                                                                 2012
UNITY                                                                                                             
  5  5 66                 1 11947    1    1     309                                                               
UNITY                                                                                                             
    18.89    52.79    37.10    21.87    49.51                                                                 1947
     9.14    66.35    59.20    34.17    78.37                                                                 1948
    12.82    78.56    78.90    13.36    72.76                                                                 1949
    11.29    62.80    84.10    16.42    65.04                                                                 1950
    13.12    64.46    73.40    13.66    70.38                                                                 1951
     7.84    80.54    99.40    21.36    82.56                                                                 1952
    10.68    64.07    79.20    27.00    86.40                                                                 1953
    11.47    48.70    62.80    19.18    45.60                                                                 1954
     8.73    40.46    53.80    19.66    26.37                                                                 1955
    13.82   100.20    77.90    28.41    99.89                                                                 1956
     8.53    61.77    68.40    23.99    74.64                                                                 1957
     9.79    69.76    85.20    28.03   100.82                                                                 1958
    13.50    59.51    41.50    12.37    44.29                                                                 1959
    10.28    51.06    48.10    21.78    50.22                                                                 1960
     7.37    55.61    56.40    12.77    32.51                                                                 1961
     5.76    53.30    73.10    18.45    44.37                                                                 1962
    10.75    67.44    21.60    23.30    48.47                                                                 1963
     7.03    48.30    59.60    24.16    46.60                                                                 1964
    14.11   102.33    87.50    21.99   115.04                                                                 1965
    15.42    43.76    45.40    13.69    30.88                                                                 1966
     6.91    55.76    62.10    17.29    38.53                                                                 1967
     8.30    59.49    29.60    11.46    31.52                                                                 1968
     8.09    68.41    69.20    29.02    62.05                                                                 1969
     7.90    70.76    86.60    21.60    64.08                                                                 1970
    10.12    73.81    92.80    23.81    85.32                                                                 1971
    12.35    74.79    73.30    21.84    82.16                                                                 1972
    11.21    45.59    42.70    10.85    28.79                                                                 1973
    10.68    97.39    99.10    14.00   118.17                                                                 1974
    11.95    76.14    95.30    21.99    87.41                                                                 1975
    14.35    61.46    66.30    16.38    63.62                                                                 1976
    11.44    19.75    20.10    19.57    14.30                                                                 1977
     9.17    70.91    38.60    25.88    66.46                                                                 1978
     9.69    61.61    75.20    16.45    53.18                                                                 1979
     8.18    53.90    71.10    31.62    51.47                                                                 1980
    14.11    65.45    43.20    24.96    54.77                                                                 1981
    11.57    88.61    97.40    28.40   118.73                                                                 1982
    19.32    84.46    94.90    17.95   111.70                                                                 1983
    15.92    87.32    86.20    23.31   113.44                                                                 1984
    18.95    53.78    67.40    14.09    64.22                                                                 1985
    11.02    66.88    48.20    12.22    71.97                                                                 1986
    11.34    40.74    35.90    20.55    28.14                                                                 1987
     5.94    46.50    24.40    18.12    27.23                                                                 1988
     5.00    68.58    87.60    19.29    74.83                                                                 1989
     9.84    35.90    40.50    23.04    28.18                                                                 1990
     6.64    42.30    42.50    31.78    34.89                                                                 1991
     8.06    37.83     5.70    25.92    25.27                                                                 1992
     6.41    69.60    60.80    26.45    88.33                                                                 1993
     8.44    37.22    30.00    20.58    22.55                                                                 1994
     4.97    56.22    51.60    26.13    70.51                                                                 1995
    16.57    80.34    37.80    22.18    87.32                                                                 1996
    13.30    91.93    54.40    25.49   110.71                                                                 1997
    11.51    52.88    52.00    34.71    66.44                                                                 1998
    15.86    80.47    91.90     7.42    89.38                                                                 1999
    10.25    68.42    64.80    13.39    61.36                                                                 2000
     7.44    36.47    27.00    22.45    19.72                                                                 2001
     6.14    59.58    58.40    11.21    46.60                                                                 2002
     6.33    59.58    33.90    22.91    38.06                                                                 2003
     4.83    62.82    48.90    18.40    45.09                                                                 2004
     8.34    40.85    23.00    23.05    31.66                                                                 2005
     6.54    82.48    93.70    20.82    95.53                                                                 2006
     8.05    51.63    35.10    13.92    24.95                                                                 2007
     4.77    71.37    76.00    20.49    67.04                                                                 2008
     7.82    69.00    58.40    30.01    52.98                                                                 2009
     7.36    49.26    45.70    29.31    39.33                                                                 2010
     7.96    77.57    71.70    25.57   105.31                                                                 2011
    13.15    41.46    59.80    14.52    45.92                                                                 2012
WARM SPRINGS FORECAST                                                                                             
  5  5 70                 1 11943    1    1    1100                                                               
WARM SPRINGS                                                                                                      
     1.00    57.27   139.80    16.52   256.83                                                                 1943
     0.70    28.97    46.30    23.27    52.94                                                                 1944
     0.40    43.97    60.10    31.59   150.00                                                                 1945
     0.40    43.96   120.80    17.93   159.07                                                                 1946
     0.70    34.13    48.90    22.10    81.09                                                                 1947
     0.50    28.84    61.50    31.78   102.90                                                                 1948
     0.10    31.84   113.70    17.06   122.09                                                                 1949
     0.20    35.57    79.20    18.71   101.25                                                                 1950
     0.30    48.25    88.60    17.10   142.74                                                                 1951
     0.50    58.82   138.60    17.89   275.85                                                                 1952
     1.00    41.12   101.70    36.62   180.95                                                                 1953
     0.90    32.36    78.40    20.49    83.30                                                                 1954
     0.30    23.48    68.10    21.28    50.85                                                                 1955
     0.00    56.98   125.50    17.11   213.97                                                                 1956
     2.50    53.33    60.50    35.61   193.39                                                                 1957
     1.10    56.90   120.10    26.20   280.50                                                                 1958
     1.10    24.46    48.10    17.09    51.16                                                                 1959
     0.40    35.08    76.10    25.83   131.32                                                                 1960
     0.30    34.39    55.20    19.69    63.95                                                                 1961
     0.00    40.56    71.10    18.02   110.79                                                                 1962
     0.70    46.82    25.30    30.77   134.63                                                                 1963
     0.38    35.04    74.70    26.91    80.74                                                                 1964
     0.58    62.61   117.90    18.40   281.85                                                                 1965
     0.96    22.31    54.90     9.90    52.45                                                                 1966
     0.28    43.10    65.90    28.92   132.20                                                                 1967
     0.65    35.15    44.30     8.29    54.34                                                                 1968
     0.57    57.61    96.40    13.29   165.71                                                                 1969
     0.57    67.09   111.40    14.24   193.82                                                                 1970
     0.60    52.05    82.80    25.44   218.34                                                                 1971
     0.56    40.26   120.50    15.86   161.90                                                                 1972
     0.48    37.00    59.00    11.53    61.15                                                                 1973
     0.56    49.37   126.50    17.18   261.11                                                                 1974
     0.69    35.52   105.60    27.58   187.12                                                                 1975
     1.20    40.81    80.00    10.08    90.87                                                                 1976
     0.83    10.04     4.60    17.51    18.14                                                                 1977
     0.21    58.48    80.70    28.64   160.85                                                                 1978
     0.61    37.13   103.60    19.28   127.85                                                                 1979
     0.68    48.35    82.50    29.77   167.08                                                                 1980
     0.98    35.10    42.10    33.77    96.63                                                                 1981
     2.10    73.15   118.30    25.80   326.77                                                                 1982
     2.50    57.28   121.00    40.19   376.41                                                                 1983
     2.80    53.42   111.10    32.59   367.82                                                                 1984
     2.92    33.08    83.70    15.44   114.81                                                                 1985
     1.68    48.09    86.90    17.21   206.92                                                                 1986
     2.19    21.03    55.90    24.22    59.97                                                                 1987
     0.07    35.31    44.50    16.89    42.16                                                                 1988
     1.58    41.66   104.70    37.32   205.55                                                                 1989
     0.50    13.03    55.50    21.51    31.33                                                                 1990
     3.16    17.78    31.40    33.37    43.93                                                                 1991
     0.00    32.03    41.10    18.00    33.45                                                                 1992
     0.00    47.43   107.10    37.77   263.33                                                                 1993
     1.18    21.54    64.10    16.56    33.17                                                                 1994
     1.76    44.87    60.90    41.85   174.52                                                                 1995
     0.49    43.25    66.20    36.41   166.30                                                                 1996
     0.77    60.67    97.00    17.90   198.98                                                                 1997
     1.00    49.52    94.00    45.10   176.07                                                                 1998
     0.79    46.73   124.90    12.31   220.17                                                                 1999
     0.41    43.46    93.70    15.52   145.98                                                                 2000
     0.38    28.67    57.00    13.40    49.16                                                                 2001
     0.11    30.66    80.70    12.51    76.10                                                                 2002
     0.00    24.09    38.20    31.84    74.58                                                                 2003
     1.11    34.44   102.70    15.45   108.99                                                                 2004
     0.60    31.61    35.20    47.90   108.15                                                                 2005
     0.77    60.74   114.50    24.86   309.81                                                                 2006
     1.59    28.20    66.50    14.34    55.30                                                                 2007
     0.00    31.95    99.00    16.34    96.43                                                                 2008
     0.28    25.59    55.30    30.80    66.47                                                                 2009
     0.20    46.52    71.60    24.11   107.59                                                                 2010
     0.32    51.96    73.10    45.72   268.66                                                                 2011
     1.42    30.74    63.50    22.72    80.87                                                                 2012
WARM SPRINGS NEW PROCEDURE                                                                                        
  5  5 70                 1 11943    1    1    1100                                                               
WARM SPRINGS LTF                                                                                                  
    18.15   236.04    75.26    46.80   261.06                                                                 1943
     9.58    63.36    59.17    16.90    58.64                                                                 1944
     8.02   144.18    77.59    32.60   154.38                                                                 1945
    15.45   178.78    63.37    47.60   165.14                                                                 1946
    14.35   101.34    65.02    15.80    88.34                                                                 1947
     9.49    50.79    69.22    32.00   108.05                                                                 1948
    12.02   130.65    49.18    41.70   129.82                                                                 1949
     9.44    92.74    59.17    47.50   107.41                                                                 1950
    16.36   156.11    66.26    42.40   150.74                                                                 1951
    13.42   210.22    82.33    56.60   282.05                                                                 1952
     7.23   121.22    83.43    43.90   184.40                                                                 1953
    11.94    86.40    58.32    26.30    89.77                                                                 1954
     8.27    31.26    46.88    31.80    55.57                                                                 1955
    21.90   222.16    75.86    39.30   220.02                                                                 1956
    14.64   245.18    91.72    36.70   201.78                                                                 1957
    12.25   221.29    90.08    51.20   287.25                                                                 1958
    12.12    43.80    41.81    19.00    57.44                                                                 1959
    11.13   171.06    60.93    27.40   138.84                                                                 1960
     9.20    69.90    55.81    28.30    69.50                                                                 1961
    10.64   116.89    58.67    35.30   116.58                                                                 1962
    22.69   120.23    82.03     7.20   146.49                                                                 1963
    10.59    51.54    71.10    36.40    87.03                                                                 1964
    58.89   204.01    87.72    43.30   287.84                                                                 1965
    12.20    68.09    34.53    21.40    60.65                                                                 1966
    14.85   100.84    76.37    34.00   137.81                                                                 1967
    10.47    86.77    44.59    10.60    60.35                                                                 1968
    14.41   121.63    75.29    34.00   175.43                                                                 1969
    13.01   178.45    85.22    44.90   200.03                                                                 1970
    19.16   170.92    81.47    45.90   228.59                                                                 1971
    14.77   225.58    58.43    33.30   169.76                                                                 1972
    14.15    70.76    48.75    23.70    68.99                                                                 1973
    29.19   123.78    66.71    48.70   273.03                                                                 1974
    10.82    92.94    67.45    54.70   193.13                                                                 1975
    14.13    65.24    52.50    40.20    98.90                                                                 1976
    11.62    24.02    29.75     9.10    26.37                                                                 1977
    16.07   230.36    88.34    21.50   168.91                                                                 1978
    10.54   148.49    57.92    39.70   134.03                                                                 1979
    13.90   177.36    83.19    37.50   174.22                                                                 1980
    16.14   109.01    71.74    21.00   104.37                                                                 1981
    36.46   332.33   103.89    54.80   339.19                                                                 1982
    23.11   469.20   100.27    59.60   388.65                                                                 1983
    29.56   387.22    89.83    51.20   382.54                                                                 1984
    24.51   116.54    48.84    34.70   131.50                                                                 1985
    13.78   382.33    65.91    24.60   217.31                                                                 1986
    16.07    90.44    49.07    19.40    70.97                                                                 1987
    13.09    66.62    55.54     9.10    49.65                                                                 1988
    11.15   295.01    81.26    46.80   212.49                                                                 1989
    10.62    43.34    36.10    14.40    38.90                                                                 1990
     9.33    40.89    54.57    19.90    51.33                                                                 1991
    10.91    57.83    57.87     1.90    40.72                                                                 1992
     9.24   370.02    89.90    28.70   269.23                                                                 1993
    11.49    46.01    39.39    12.70    39.72                                                                 1994
    10.03   232.83    91.96    24.40   180.62                                                                 1995
    19.12   227.30    81.40    17.80   174.10                                                                 1996
    31.21   205.60    80.95    26.00   207.82                                                                 1997
    13.35   178.39    96.83    30.60   184.54                                                                 1998
    16.54   225.63    60.96    45.80   230.00                                                                 1999
    13.79   166.20    60.30    33.80   154.93                                                                 2000
    15.02    92.46    43.81    13.90    59.32                                                                 2001
    14.08    87.02    44.40    26.10    84.47                                                                 2002
    12.29    74.61    56.80    12.50    82.04                                                                 2003
    12.82   175.43    51.22    25.10   116.79                                                                 2004
    17.48    93.31    81.61    11.50   117.83                                                                 2005
    31.65   246.05    87.13    47.00   318.69                                                                 2006
    14.58    82.56    44.28    11.70    63.88                                                                 2007
    12.01    63.15    49.99    40.30   104.31                                                                 2008
    12.54    50.36    65.20    28.70    74.74                                                                 2009
    10.20    89.55    76.99    28.00   114.59                                                                 2010
    14.51   178.57   100.67    40.80   276.97                                                                 2011
    12.12    64.66    55.21    26.30    89.23                                                                 2012
WILDHORSE                                                                                                         
  5  5 54                 1 11959    1    1     109                                                               
WILDHORSE                                                                                                         
     2.29    63.54    60.16    13.63     7.03                                                                 1959
     0.86    80.51    84.26    10.78    18.63                                                                 1960
     0.94    87.64    73.50     9.52     6.43                                                                 1961
     2.83    94.35   114.50    20.90    45.57                                                                 1962
     1.20    73.68    29.80    42.40    19.47                                                                 1963
     2.65    60.38   103.60    22.24    26.37                                                                 1964
     9.15    81.54   100.90    26.29    37.23                                                                 1965
     2.26    62.46    65.10     6.94     8.99                                                                 1966
     1.26    66.53    80.10    26.47    15.40                                                                 1967
     1.34    63.09    44.10    21.28     4.98                                                                 1968
     2.00    98.13   135.19    13.29    45.67                                                                 1969
     3.57    86.17   102.40    25.35    40.94                                                                 1970
    10.99   128.14   113.50    18.45    59.62                                                                 1971
     6.90    92.68    97.50    10.98    53.93                                                                 1972
     5.94    69.77   106.40    15.76    26.36                                                                 1973
     5.01    95.48    91.80     6.20    46.29                                                                 1974
     3.18    92.47   152.90    18.44    60.19                                                                 1975
     6.72    67.32   108.90     7.22    33.31                                                                 1976
     1.99    46.80    41.00    14.91     7.20                                                                 1977
     2.66    74.84    99.10    16.07    28.71                                                                 1978
     2.73    79.19   102.60    10.75    29.82                                                                 1979
     5.97    75.45   119.30    21.09    47.06                                                                 1980
     2.65    58.25    43.20    18.21     7.90                                                                 1981
     5.83    93.74   153.90    12.78    62.64                                                                 1982
     5.22    90.33   153.90    20.42    74.62                                                                 1983
    10.89   119.51   189.90    30.24   111.87                                                                 1984
     5.22    63.80   109.10     9.61    31.34                                                                 1985
     4.70    94.41    78.20    21.15    54.22                                                                 1986
     2.46    63.74    53.20    14.31     8.85                                                                 1987
     2.39    67.64    65.80    14.73    13.01                                                                 1988
     2.61   124.75   118.80     5.59    46.91                                                                 1989
     2.17    66.33    59.70    20.82    10.91                                                                 1990
     1.47    65.09    59.40    21.40     7.87                                                                 1991
     1.04    50.88    32.00     8.33     3.40                                                                 1992
     1.51   101.41    88.20    23.16    43.68                                                                 1993
     1.14    52.12    40.20    25.52     6.54                                                                 1994
     1.99    82.50    67.30    24.95    33.20                                                                 1995
     3.26   108.89   113.30    18.33    41.65                                                                 1996
    10.02   108.21    98.60    21.29    51.99                                                                 1997
     2.65   103.62    80.60    35.32    35.56                                                                 1998
     3.08    93.81    80.80    17.98    29.74                                                                 1999
     2.49    95.74    87.70    12.06    16.59                                                                 2000
     1.90    74.89    48.90    19.55     7.81                                                                 2001
     2.60    72.65    96.60    11.38    24.07                                                                 2002
     1.97    65.28    50.40    29.77    11.19                                                                 2003
     1.90    66.98    56.10    18.29    16.39                                                                 2004
     1.91    90.74    81.00    41.66    38.16                                                                 2005
     7.93   102.88   142.10    19.47    75.52                                                                 2006
     3.46    77.06    43.80    17.64     8.71                                                                 2007
     2.02    89.66   103.00    14.83    21.18                                                                 2008
     2.68    89.59    92.80    25.57    23.73                                                                 2009
     1.80    68.22    74.80    23.96    24.73                                                                 2010
     5.96   128.36   122.40    38.71    65.18                                                                 2011
     2.00    83.59    47.70    13.75     9.91                                                                 2012
YAKIMA RIVER AT CLE ELUM FORECAST                                                                                 
  5  5 69                 1 11944    1    1     495                                                               
YAKIMA R. AT CLE ELUM                                                                                             
