Bureau of Reclamation Hydromet System
Rating Table Expansion
Station GCL - Grand Coulee Dam, WA
Parameter AF - Reservoir Storage - Acre-Feet
Table Description: October 1977 Table 
Units are: AF 
Dependent Variable: Forebay Elevation - Feet - Hourly Average
Interpolation Type: Storage from Linear Res Area 
Rating shift adjustments have NOT been applied to this table. 
Table Edit Date: 8-DEC-2006 15:17
Today's Date: 28-FEB-2013 15:46 


 BEGIN TABLE
 FT   ,AF   
 1246.98, 2101108
 1246.99, 2101736
 1247.00, 2102375
 1247.01, 2103003
 1247.02, 2103630
 1247.03, 2104258
 1247.04, 2104878
 1247.05, 2105506
 1247.06, 2106134
 1247.07, 2106762
 1247.08, 2107390
 1247.09, 2108018
 1247.10, 2108646
 1247.11, 2109274
 1247.12, 2109902
 1247.13, 2110530
 1247.14, 2111158
 1247.15, 2111786
 1247.16, 2112407
 1247.17, 2113035
 1247.18, 2113664
 1247.19, 2114292
 1247.20, 2114920
 1247.21, 2115549
 1247.22, 2116177
 1247.23, 2116806
 1247.24, 2117435
 1247.25, 2118063
 1247.26, 2118692
 1247.27, 2119321
 1247.28, 2119949
 1247.29, 2120570
 1247.30, 2121199
 1247.31, 2121828
 1247.32, 2122457
 1247.33, 2123086
 1247.34, 2123715
 1247.35, 2124344
 1247.36, 2124973
 1247.37, 2125602
 1247.38, 2126232
 1247.39, 2126861
 1247.40, 2127490
 1247.41, 2128112
 1247.42, 2128741
 1247.43, 2129370
 1247.44, 2130000
 1247.45, 2130629
 1247.46, 2131259
 1247.47, 2131888
 1247.48, 2132518
 1247.49, 2133148
 1247.50, 2133777
 1247.51, 2134407
 1247.52, 2135037
 1247.53, 2135667
 1247.54, 2136289
 1247.55, 2136919
 1247.56, 2137549
 1247.57, 2138179
 1247.58, 2138809
 1247.59, 2139439
 1247.60, 2140069
 1247.61, 2140699
 1247.62, 2141329
 1247.63, 2141959
 1247.64, 2142590
 1247.65, 2143220
 1247.66, 2143843
 1247.67, 2144473
 1247.68, 2145103
 1247.69, 2145734
 1247.70, 2146364
 1247.71, 2146995
 1247.72, 2147626
 1247.73, 2148256
 1247.74, 2148887
 1247.75, 2149518
 1247.76, 2150148
 1247.77, 2150779
 1247.78, 2151410
 1247.79, 2152033
 1247.80, 2152664
 1247.81, 2153295
 1247.82, 2153926
 1247.83, 2154557
 1247.84, 2155188
 1247.85, 2155820
 1247.86, 2156451
 1247.87, 2157082
 1247.88, 2157713
 1247.89, 2158345
 1247.90, 2158976
 1247.91, 2159600
 1247.92, 2160231
 1247.93, 2160863
 1247.94, 2161494
 1247.95, 2162126
 1247.96, 2162757
 1247.97, 2163389
 1247.98, 2164021
 1247.99, 2164652
 1248.00, 2165296
 1248.01, 2165928
 1248.02, 2166560
 1248.03, 2167192
 1248.04, 2167816
 1248.05, 2168448
 1248.06, 2169080
 1248.07, 2169712
 1248.08, 2170344
 1248.09, 2170976
 1248.10, 2171608
 1248.11, 2172241
 1248.12, 2172873
 1248.13, 2173505
 1248.14, 2174138
 1248.15, 2174770
 1248.16, 2175395
 1248.17, 2176027
 1248.18, 2176660
 1248.19, 2177292
 1248.20, 2177925
 1248.21, 2178558
 1248.22, 2179190
 1248.23, 2179823
 1248.24, 2180456
 1248.25, 2181089
 1248.26, 2181722
 1248.27, 2182355
 1248.28, 2182987
 1248.29, 2183613
 1248.30, 2184246
 1248.31, 2184879
 1248.32, 2185512
 1248.33, 2186145
 1248.34, 2186778
 1248.35, 2187412
 1248.36, 2188045
 1248.37, 2188678
 1248.38, 2189312
 1248.39, 2189945
 1248.40, 2190578
 1248.41, 2191204
 1248.42, 2191838
 1248.43, 2192471
 1248.44, 2193105
 1248.45, 2193739
 1248.46, 2194372
 1248.47, 2195006
 1248.48, 2195640
 1248.49, 2196274
 1248.50, 2196908
 1248.51, 2197542
 1248.52, 2198176
 1248.53, 2198810
 1248.54, 2199436
 1248.55, 2200070
 1248.56, 2200704
 1248.57, 2201338
 1248.58, 2201972
 1248.59, 2202607
 1248.60, 2203241
 1248.61, 2203875
 1248.62, 2204510
 1248.63, 2205144
 1248.64, 2205779
 1248.65, 2206413
 1248.66, 2207040
 1248.67, 2207675
 1248.68, 2208309
 1248.69, 2208944
 1248.70, 2209579
 1248.71, 2210213
 1248.72, 2210848
 1248.73, 2211483
 1248.74, 2212118
 1248.75, 2212753
 1248.76, 2213388
 1248.77, 2214023
 1248.78, 2214658
 1248.79, 2215285
 1248.80, 2215920
 1248.81, 2216555
 1248.82, 2217191
 1248.83, 2217826
 1248.84, 2218461
 1248.85, 2219097
 1248.86, 2219732
 1248.87, 2220367
 1248.88, 2221003
 1248.89, 2221638
 1248.90, 2222274
 1248.91, 2222902
 1248.92, 2223537
 1248.93, 2224173
 1248.94, 2224809
 1248.95, 2225445
 1248.96, 2226080
 1248.97, 2226716
 1248.98, 2227352
 1248.99, 2227988
 1249.00, 2228636
 1249.01, 2229272
 1249.02, 2229908
 1249.03, 2230544
 1249.04, 2231173
 1249.05, 2231809
 1249.06, 2232445
 1249.07, 2233081
 1249.08, 2233718
 1249.09, 2234354
 1249.10, 2234990
 1249.11, 2235627
 1249.12, 2236263
 1249.13, 2236900
 1249.14, 2237537
 1249.15, 2238173
 1249.16, 2238802
 1249.17, 2239439
 1249.18, 2240075
 1249.19, 2240712
 1249.20, 2241349
 1249.21, 2241986
 1249.22, 2242623
 1249.23, 2243260
 1249.24, 2243897
 1249.25, 2244534
 1249.26, 2245171
 1249.27, 2245808
 1249.28, 2246445
 1249.29, 2247075
 1249.30, 2247712
 1249.31, 2248349
 1249.32, 2248986
 1249.33, 2249624
 1249.34, 2250261
 1249.35, 2250899
 1249.36, 2251536
 1249.37, 2252174
 1249.38, 2252811
 1249.39, 2253449
 1249.40, 2254087
 1249.41, 2254716
 1249.42, 2255354
 1249.43, 2255992
 1249.44, 2256630
 1249.45, 2257268
 1249.46, 2257906
 1249.47, 2258544
 1249.48, 2259182
 1249.49, 2259820
 1249.50, 2260458
 1249.51, 2261096
 1249.52, 2261734
 1249.53, 2262372
 1249.54, 2263003
 1249.55, 2263641
 1249.56, 2264279
 1249.57, 2264918
 1249.58, 2265556
 1249.59, 2266195
 1249.60, 2266833
 1249.61, 2267472
 1249.62, 2268110
 1249.63, 2268749
 1249.64, 2269388
 1249.65, 2270026
 1249.66, 2270657
 1249.67, 2271296
 1249.68, 2271935
 1249.69, 2272574
 1249.70, 2273213
 1249.71, 2273852
 1249.72, 2274491
 1249.73, 2275130
 1249.74, 2275769
 1249.75, 2276408
 1249.76, 2277047
 1249.77, 2277686
 1249.78, 2278326
 1249.79, 2278957
 1249.80, 2279597
 1249.81, 2280236
 1249.82, 2280875
 1249.83, 2281515
 1249.84, 2282154
 1249.85, 2282794
 1249.86, 2283434
 1249.87, 2284073
 1249.88, 2284713
 1249.89, 2285353
 1249.90, 2285992
 1249.91, 2286624
 1249.92, 2287264
 1249.93, 2287904
 1249.94, 2288544
 1249.95, 2289184
 1249.96, 2289824
 1249.97, 2290464
 1249.98, 2291104
 1249.99, 2291744
 1250.00, 2292396
 1250.01, 2293036
 1250.02, 2293677
 1250.03, 2294317
 1250.04, 2294950
 1250.05, 2295590
 1250.06, 2296230
 1250.07, 2296871
 1250.08, 2297511
 1250.09, 2298152
 1250.10, 2298793
 1250.11, 2299433
 1250.12, 2300074
 1250.13, 2300715
 1250.14, 2301356
 1250.15, 2301996
 1250.16, 2302629
 1250.17, 2303270
 1250.18, 2303911
 1250.19, 2304552
 1250.20, 2305193
 1250.21, 2305834
 1250.22, 2306476
 1250.23, 2307117
 1250.24, 2307758
 1250.25, 2308399
 1250.26, 2309041
 1250.27, 2309682
 1250.28, 2310323
 1250.29, 2310957
 1250.30, 2311598
 1250.31, 2312240
 1250.32, 2312881
 1250.33, 2313523
 1250.34, 2314165
 1250.35, 2314806
 1250.36, 2315448
 1250.37, 2316090
 1250.38, 2316732
 1250.39, 2317374
 1250.40, 2318016
 1250.41, 2318650
 1250.42, 2319292
 1250.43, 2319934
 1250.44, 2320576
 1250.45, 2321218
 1250.46, 2321860
 1250.47, 2322502
 1250.48, 2323144
 1250.49, 2323787
 1250.50, 2324429
 1250.51, 2325072
 1250.52, 2325714
 1250.53, 2326356
 1250.54, 2326991
 1250.55, 2327634
 1250.56, 2328276
 1250.57, 2328919
 1250.58, 2329562
 1250.59, 2330204
 1250.60, 2330847
 1250.61, 2331490
 1250.62, 2332133
 1250.63, 2332776
 1250.64, 2333418
 1250.65, 2334061
 1250.66, 2334697
 1250.67, 2335340
 1250.68, 2335983
 1250.69, 2336626
 1250.70, 2337269
 1250.71, 2337912
 1250.72, 2338556
 1250.73, 2339199
 1250.74, 2339842
 1250.75, 2340486
 1250.76, 2341129
 1250.77, 2341773
 1250.78, 2342416
 1250.79, 2343052
 1250.80, 2343696
 1250.81, 2344339
 1250.82, 2344983
 1250.83, 2345627
 1250.84, 2346270
 1250.85, 2346914
 1250.86, 2347558
 1250.87, 2348202
 1250.88, 2348846
 1250.89, 2349490
 1250.90, 2350134
 1250.91, 2350770
 1250.92, 2351415
 1250.93, 2352059
 1250.94, 2352703
 1250.95, 2353347
 1250.96, 2353991
 1250.97, 2354636
 1250.98, 2355280
 1250.99, 2355925
 1251.00, 2356579
 1251.01, 2357224
 1251.02, 2357868
 1251.03, 2358513
 1251.04, 2359150
 1251.05, 2359794
 1251.06, 2360439
 1251.07, 2361084
 1251.08, 2361729
 1251.09, 2362373
 1251.10, 2363018
 1251.11, 2363663
 1251.12, 2364308
 1251.13, 2364953
 1251.14, 2365598
 1251.15, 2366244
 1251.16, 2366881
 1251.17, 2367526
 1251.18, 2368171
 1251.19, 2368817
 1251.20, 2369462
 1251.21, 2370107
 1251.22, 2370753
 1251.23, 2371398
 1251.24, 2372044
 1251.25, 2372689
 1251.26, 2373335
 1251.27, 2373981
 1251.28, 2374626
 1251.29, 2375264
 1251.30, 2375910
 1251.31, 2376556
 1251.32, 2377202
 1251.33, 2377847
 1251.34, 2378493
 1251.35, 2379139
 1251.36, 2379785
 1251.37, 2380431
 1251.38, 2381078
 1251.39, 2381724
 1251.40, 2382370
 1251.41, 2383008
 1251.42, 2383655
 1251.43, 2384301
 1251.44, 2384947
 1251.45, 2385594
 1251.46, 2386240
 1251.47, 2386887
 1251.48, 2387533
 1251.49, 2388180
 1251.50, 2388826
 1251.51, 2389473
 1251.52, 2390120
 1251.53, 2390767
 1251.54, 2391405
 1251.55, 2392052
 1251.56, 2392699
 1251.57, 2393346
 1251.58, 2393993
 1251.59, 2394640
 1251.60, 2395287
 1251.61, 2395934
 1251.62, 2396581
 1251.63, 2397229
 1251.64, 2397876
 1251.65, 2398523
 1251.66, 2399163
 1251.67, 2399810
 1251.68, 2400457
 1251.69, 2401105
 1251.70, 2401752
 1251.71, 2402400
 1251.72, 2403047
 1251.73, 2403695
 1251.74, 2404343
 1251.75, 2404990
 1251.76, 2405638
 1251.77, 2406286
 1251.78, 2406934
 1251.79, 2407574
 1251.80, 2408222
 1251.81, 2408870
 1251.82, 2409518
 1251.83, 2410166
 1251.84, 2410814
 1251.85, 2411462
 1251.86, 2412110
 1251.87, 2412758
 1251.88, 2413406
 1251.89, 2414055
 1251.90, 2414703
 1251.91, 2415344
 1251.92, 2415992
 1251.93, 2416641
 1251.94, 2417289
 1251.95, 2417938
 1251.96, 2418586
 1251.97, 2419235
 1251.98, 2419884
 1251.99, 2420532
 1252.00, 2421191
 1252.01, 2421840
 1252.02, 2422489
 1252.03, 2423138
 1252.04, 2423779
 1252.05, 2424428
 1252.06, 2425077
 1252.07, 2425726
 1252.08, 2426375
 1252.09, 2427024
 1252.10, 2427673
 1252.11, 2428323
 1252.12, 2428972
 1252.13, 2429621
 1252.14, 2430271
 1252.15, 2430920
 1252.16, 2431562
 1252.17, 2432211
 1252.18, 2432861
 1252.19, 2433510
 1252.20, 2434160
 1252.21, 2434810
 1252.22, 2435459
 1252.23, 2436109
 1252.24, 2436759
 1252.25, 2437409
 1252.26, 2438059
 1252.27, 2438709
 1252.28, 2439359
 1252.29, 2440001
 1252.30, 2440651
 1252.31, 2441301
 1252.32, 2441951
 1252.33, 2442601
 1252.34, 2443252
 1252.35, 2443902
 1252.36, 2444552
 1252.37, 2445203
 1252.38, 2445853
 1252.39, 2446503
 1252.40, 2447154
 1252.41, 2447797
 1252.42, 2448447
 1252.43, 2449098
 1252.44, 2449749
 1252.45, 2450399
 1252.46, 2451050
 1252.47, 2451701
 1252.48, 2452352
 1252.49, 2453003
 1252.50, 2453654
 1252.51, 2454304
 1252.52, 2454956
 1252.53, 2455607
 1252.54, 2456250
 1252.55, 2456901
 1252.56, 2457552
 1252.57, 2458203
 1252.58, 2458855
 1252.59, 2459506
 1252.60, 2460157
 1252.61, 2460809
 1252.62, 2461460
 1252.63, 2462112
 1252.64, 2462763
 1252.65, 2463415
 1252.66, 2464058
 1252.67, 2464710
 1252.68, 2465362
 1252.69, 2466014
 1252.70, 2466665
 1252.71, 2467317
 1252.72, 2467969
 1252.73, 2468621
 1252.74, 2469273
 1252.75, 2469925
 1252.76, 2470577
 1252.77, 2471229
 1252.78, 2471881
 1252.79, 2472526
 1252.80, 2473178
 1252.81, 2473830
 1252.82, 2474482
 1252.83, 2475135
 1252.84, 2475787
 1252.85, 2476440
 1252.86, 2477092
 1252.87, 2477745
 1252.88, 2478397
 1252.89, 2479050
 1252.90, 2479703
 1252.91, 2480347
 1252.92, 2481000
 1252.93, 2481653
 1252.94, 2482306
 1252.95, 2482959
 1252.96, 2483612
 1252.97, 2484264
 1252.98, 2484917
 1252.99, 2485571
 1253.00, 2486234
 1253.01, 2486887
 1253.02, 2487540
 1253.03, 2488194
 1253.04, 2488839
 1253.05, 2489492
 1253.06, 2490146
 1253.07, 2490799
 1253.08, 2491452
 1253.09, 2492106
 1253.10, 2492759
 1253.11, 2493413
 1253.12, 2494067
 1253.13, 2494720
 1253.14, 2495374
 1253.15, 2496028
 1253.16, 2496674
 1253.17, 2497327
 1253.18, 2497981
 1253.19, 2498635
 1253.20, 2499289
 1253.21, 2499943
 1253.22, 2500597
 1253.23, 2501251
 1253.24, 2501905
 1253.25, 2502560
 1253.26, 2503214
 1253.27, 2503868
 1253.28, 2504522
 1253.29, 2505169
 1253.30, 2505823
 1253.31, 2506478
 1253.32, 2507132
 1253.33, 2507787
 1253.34, 2508441
 1253.35, 2509096
 1253.36, 2509750
 1253.37, 2510405
 1253.38, 2511060
 1253.39, 2511715
 1253.40, 2512369
 1253.41, 2513016
 1253.42, 2513671
 1253.43, 2514326
 1253.44, 2514981
 1253.45, 2515636
 1253.46, 2516291
 1253.47, 2516946
 1253.48, 2517602
 1253.49, 2518257
 1253.50, 2518912
 1253.51, 2519567
 1253.52, 2520223
 1253.53, 2520878
 1253.54, 2521526
 1253.55, 2522181
 1253.56, 2522837
 1253.57, 2523492
 1253.58, 2524148
 1253.59, 2524803
 1253.60, 2525459
 1253.61, 2526115
 1253.62, 2526771
 1253.63, 2527426
 1253.64, 2528082
 1253.65, 2528738
 1253.66, 2529386
 1253.67, 2530042
 1253.68, 2530698
 1253.69, 2531354
 1253.70, 2532010
 1253.71, 2532667
 1253.72, 2533323
 1253.73, 2533979
 1253.74, 2534635
 1253.75, 2535292
 1253.76, 2535948
 1253.77, 2536604
 1253.78, 2537261
 1253.79, 2537909
 1253.80, 2538566
 1253.81, 2539223
 1253.82, 2539879
 1253.83, 2540536
 1253.84, 2541193
 1253.85, 2541849
 1253.86, 2542506
 1253.87, 2543163
 1253.88, 2543820
 1253.89, 2544477
 1253.90, 2545134
 1253.91, 2545783
 1253.92, 2546440
 1253.93, 2547097
 1253.94, 2547754
 1253.95, 2548411
 1253.96, 2549069
 1253.97, 2549726
 1253.98, 2550383
 1253.99, 2551041
 1254.00, 2551708
 1254.01, 2552366
 1254.02, 2553023
 1254.03, 2553681
 1254.04, 2554330
 1254.05, 2554988
 1254.06, 2555646
 1254.07, 2556303
 1254.08, 2556961
 1254.09, 2557619
 1254.10, 2558277
 1254.11, 2558935
 1254.12, 2559593
 1254.13, 2560251
 1254.14, 2560909
 1254.15, 2561567
 1254.16, 2562217
 1254.17, 2562875
 1254.18, 2563533
 1254.19, 2564191
 1254.20, 2564850
 1254.21, 2565508
 1254.22, 2566166
 1254.23, 2566825
 1254.24, 2567483
 1254.25, 2568142
 1254.26, 2568800
 1254.27, 2569459
 1254.28, 2570117
 1254.29, 2570768
 1254.30, 2571427
 1254.31, 2572086
 1254.32, 2572744
 1254.33, 2573403
 1254.34, 2574062
 1254.35, 2574721
 1254.36, 2575380
 1254.37, 2576039
 1254.38, 2576698
 1254.39, 2577357
 1254.40, 2578016
 1254.41, 2578668
 1254.42, 2579327
 1254.43, 2579986
 1254.44, 2580645
 1254.45, 2581305
 1254.46, 2581964
 1254.47, 2582624
 1254.48, 2583283
 1254.49, 2583943
 1254.50, 2584602
 1254.51, 2585262
 1254.52, 2585922
 1254.53, 2586581
 1254.54, 2587233
 1254.55, 2587893
 1254.56, 2588553
 1254.57, 2589213
 1254.58, 2589873
 1254.59, 2590533
 1254.60, 2591193
 1254.61, 2591853
 1254.62, 2592513
 1254.63, 2593173
 1254.64, 2593833
 1254.65, 2594493
 1254.66, 2595146
 1254.67, 2595806
 1254.68, 2596466
 1254.69, 2597127
 1254.70, 2597787
 1254.71, 2598448
 1254.72, 2599108
 1254.73, 2599769
 1254.74, 2600430
 1254.75, 2601090
 1254.76, 2601751
 1254.77, 2602412
 1254.78, 2603072
 1254.79, 2603725
 1254.80, 2604386
 1254.81, 2605047
 1254.82, 2605708
 1254.83, 2606369
 1254.84, 2607030
 1254.85, 2607691
 1254.86, 2608352
 1254.87, 2609014
 1254.88, 2609675
 1254.89, 2610336
 1254.90, 2610998
 1254.91, 2611651
 1254.92, 2612312
 1254.93, 2612974
 1254.94, 2613635
 1254.95, 2614297
 1254.96, 2614958
 1254.97, 2615620
 1254.98, 2616282
 1254.99, 2616943
 1255.00, 2617615
 1255.01, 2618277
 1255.02, 2618939
 1255.03, 2619601
 1255.04, 2620255
 1255.05, 2620917
 1255.06, 2621579
 1255.07, 2622241
 1255.08, 2622903
 1255.09, 2623565
 1255.10, 2624227
 1255.11, 2624889
 1255.12, 2625552
 1255.13, 2626214
 1255.14, 2626876
 1255.15, 2627539
 1255.16, 2628193
 1255.17, 2628856
 1255.18, 2629518
 1255.19, 2630181
 1255.20, 2630843
 1255.21, 2631506
 1255.22, 2632169
 1255.23, 2632832
 1255.24, 2633494
 1255.25, 2634157
 1255.26, 2634820
 1255.27, 2635483
 1255.28, 2636146
 1255.29, 2636801
 1255.30, 2637464
 1255.31, 2638127
 1255.32, 2638790
 1255.33, 2639454
 1255.34, 2640117
 1255.35, 2640780
 1255.36, 2641443
 1255.37, 2642107
 1255.38, 2642770
 1255.39, 2643434
 1255.40, 2644097
 1255.41, 2644753
 1255.42, 2645416
 1255.43, 2646080
 1255.44, 2646744
 1255.45, 2647407
 1255.46, 2648071
 1255.47, 2648735
 1255.48, 2649399
 1255.49, 2650063
 1255.50, 2650727
 1255.51, 2651390
 1255.52, 2652055
 1255.53, 2652719
 1255.54, 2653375
 1255.55, 2654039
 1255.56, 2654703
 1255.57, 2655367
 1255.58, 2656031
 1255.59, 2656696
 1255.60, 2657360
 1255.61, 2658025
 1255.62, 2658689
 1255.63, 2659354
 1255.64, 2660018
 1255.65, 2660683
 1255.66, 2661339
 1255.67, 2662004
 1255.68, 2662669
 1255.69, 2663333
 1255.70, 2663998
 1255.71, 2664663
 1255.72, 2665328
 1255.73, 2665993
 1255.74, 2666658
 1255.75, 2667323
 1255.76, 2667988
 1255.77, 2668653
 1255.78, 2669318
 1255.79, 2669975
 1255.80, 2670641
 1255.81, 2671306
 1255.82, 2671971
 1255.83, 2672637
 1255.84, 2673302
 1255.85, 2673968
 1255.86, 2674633
 1255.87, 2675299
 1255.88, 2675964
 1255.89, 2676630
 1255.90, 2677296
 1255.91, 2677953
 1255.92, 2678619
 1255.93, 2679285
 1255.94, 2679951
 1255.95, 2680616
 1255.96, 2681282
 1255.97, 2681948
 1255.98, 2682614
 1255.99, 2683281
 1256.00, 2683957
 1256.01, 2684623
 1256.02, 2685289
 1256.03, 2685956
 1256.04, 2686614
 1256.05, 2687280
 1256.06, 2687947
 1256.07, 2688613
 1256.08, 2689280
 1256.09, 2689946
 1256.10, 2690613
 1256.11, 2691279
 1256.12, 2691946
 1256.13, 2692613
 1256.14, 2693279
 1256.15, 2693946
 1256.16, 2694605
 1256.17, 2695272
 1256.18, 2695938
 1256.19, 2696605
 1256.20, 2697272
 1256.21, 2697939
 1256.22, 2698607
 1256.23, 2699274
 1256.24, 2699941
 1256.25, 2700608
 1256.26, 2701275
 1256.27, 2701943
 1256.28, 2702610
 1256.29, 2703269
 1256.30, 2703937
 1256.31, 2704604
 1256.32, 2705272
 1256.33, 2705939
 1256.34, 2706607
 1256.35, 2707274
 1256.36, 2707942
 1256.37, 2708610
 1256.38, 2709278
 1256.39, 2709945
 1256.40, 2710613
 1256.41, 2711273
 1256.42, 2711941
 1256.43, 2712609
 1256.44, 2713277
 1256.45, 2713945
 1256.46, 2714613
 1256.47, 2715281
 1256.48, 2715950
 1256.49, 2716618
 1256.50, 2717286
 1256.51, 2717955
 1256.52, 2718623
 1256.53, 2719291
 1256.54, 2719952
 1256.55, 2720620
 1256.56, 2721289
 1256.57, 2721957
 1256.58, 2722626
 1256.59, 2723295
 1256.60, 2723964
 1256.61, 2724632
 1256.62, 2725301
 1256.63, 2725970
 1256.64, 2726639
 1256.65, 2727308
 1256.66, 2727969
 1256.67, 2728638
 1256.68, 2729307
 1256.69, 2729976
 1256.70, 2730645
 1256.71, 2731314
 1256.72, 2731984
 1256.73, 2732653
 1256.74, 2733322
 1256.75, 2733992
 1256.76, 2734661
 1256.77, 2735331
 1256.78, 2736000
 1256.79, 2736662
 1256.80, 2737331
 1256.81, 2738001
 1256.82, 2738671
 1256.83, 2739340
 1256.84, 2740010
 1256.85, 2740680
 1256.86, 2741350
 1256.87, 2742020
 1256.88, 2742690
 1256.89, 2743360
 1256.90, 2744030
 1256.91, 2744692
 1256.92, 2745362
 1256.93, 2746032
 1256.94, 2746702
 1256.95, 2747373
 1256.96, 2748043
 1256.97, 2748713
 1256.98, 2749384
 1256.99, 2750054
 1257.00, 2750734
 1257.01, 2751405
 1257.02, 2752075
 1257.03, 2752746
 1257.04, 2753408
 1257.05, 2754079
 1257.06, 2754750
 1257.07, 2755421
 1257.08, 2756091
 1257.09, 2756762
 1257.10, 2757433
 1257.11, 2758104
 1257.12, 2758775
 1257.13, 2759446
 1257.14, 2760117
 1257.15, 2760789
 1257.16, 2761452
 1257.17, 2762123
 1257.18, 2762794
 1257.19, 2763465
 1257.20, 2764137
 1257.21, 2764808
 1257.22, 2765480
 1257.23, 2766151
 1257.24, 2766823
 1257.25, 2767494
 1257.26, 2768166
 1257.27, 2768838
 1257.28, 2769509
 1257.29, 2770173
 1257.30, 2770845
 1257.31, 2771517
 1257.32, 2772188
 1257.33, 2772860
 1257.34, 2773532
 1257.35, 2774204
 1257.36, 2774876
 1257.37, 2775549
 1257.38, 2776221
 1257.39, 2776893
 1257.40, 2777565
 1257.41, 2778229
 1257.42, 2778902
 1257.43, 2779574
 1257.44, 2780246
 1257.45, 2780919
 1257.46, 2781591
 1257.47, 2782264
 1257.48, 2782937
 1257.49, 2783609
 1257.50, 2784282
 1257.51, 2784955
 1257.52, 2785627
 1257.53, 2786300
 1257.54, 2786965
 1257.55, 2787638
 1257.56, 2788311
 1257.57, 2788984
 1257.58, 2789657
 1257.59, 2790330
 1257.60, 2791003
 1257.61, 2791676
 1257.62, 2792349
 1257.63, 2793023
 1257.64, 2793696
 1257.65, 2794369
 1257.66, 2795034
 1257.67, 2795708
 1257.68, 2796381
 1257.69, 2797055
 1257.70, 2797728
 1257.71, 2798402
 1257.72, 2799076
 1257.73, 2799749
 1257.74, 2800423
 1257.75, 2801097
 1257.76, 2801771
 1257.77, 2802445
 1257.78, 2803118
 1257.79, 2803784
 1257.80, 2804458
 1257.81, 2805132
 1257.82, 2805806
 1257.83, 2806480
 1257.84, 2807155
 1257.85, 2807829
 1257.86, 2808503
 1257.87, 2809177
 1257.88, 2809852
 1257.89, 2810526
 1257.90, 2811201
 1257.91, 2811867
 1257.92, 2812541
 1257.93, 2813216
 1257.94, 2813891
 1257.95, 2814565
 1257.96, 2815240
 1257.97, 2815915
 1257.98, 2816589
 1257.99, 2817264
 1258.00, 2817950
 1258.01, 2818625
 1258.02, 2819300
 1258.03, 2819975
 1258.04, 2820642
 1258.05, 2821317
 1258.06, 2821992
 1258.07, 2822667
 1258.08, 2823342
 1258.09, 2824018
 1258.10, 2824693
 1258.11, 2825368
 1258.12, 2826044
 1258.13, 2826719
 1258.14, 2827395
 1258.15, 2828070
 1258.16, 2828738
 1258.17, 2829413
 1258.18, 2830089
 1258.19, 2830765
 1258.20, 2831440
 1258.21, 2832116
 1258.22, 2832792
 1258.23, 2833468
 1258.24, 2834144
 1258.25, 2834820
 1258.26, 2835496
 1258.27, 2836172
 1258.28, 2836848
 1258.29, 2837516
 1258.30, 2838192
 1258.31, 2838868
 1258.32, 2839545
 1258.33, 2840221
 1258.34, 2840897
 1258.35, 2841574
 1258.36, 2842250
 1258.37, 2842927
 1258.38, 2843603
 1258.39, 2844280
 1258.40, 2844957
 1258.41, 2845625
 1258.42, 2846302
 1258.43, 2846979
 1258.44, 2847655
 1258.45, 2848332
 1258.46, 2849009
 1258.47, 2849686
 1258.48, 2850363
 1258.49, 2851040
 1258.50, 2851717
 1258.51, 2852394
 1258.52, 2853071
 1258.53, 2853749
 1258.54, 2854418
 1258.55, 2855095
 1258.56, 2855772
 1258.57, 2856450
 1258.58, 2857127
 1258.59, 2857805
 1258.60, 2858482
 1258.61, 2859160
 1258.62, 2859837
 1258.63, 2860515
 1258.64, 2861193
 1258.65, 2861870
 1258.66, 2862540
 1258.67, 2863218
 1258.68, 2863896
 1258.69, 2864573
 1258.70, 2865251
 1258.71, 2865929
 1258.72, 2866607
 1258.73, 2867286
 1258.74, 2867964
 1258.75, 2868642
 1258.76, 2869320
 1258.77, 2869998
 1258.78, 2870677
 1258.79, 2871347
 1258.80, 2872025
 1258.81, 2872704
 1258.82, 2873382
 1258.83, 2874061
 1258.84, 2874739
 1258.85, 2875418
 1258.86, 2876096
 1258.87, 2876775
 1258.88, 2877454
 1258.89, 2878133
 1258.90, 2878812
 1258.91, 2879482
 1258.92, 2880161
 1258.93, 2880840
 1258.94, 2881519
 1258.95, 2882198
 1258.96, 2882877
 1258.97, 2883556
 1258.98, 2884236
 1258.99, 2884915
 1259.00, 2885604
 1259.01, 2886283
 1259.02, 2886963
 1259.03, 2887642
 1259.04, 2888313
 1259.05, 2888993
 1259.06, 2889672
 1259.07, 2890352
 1259.08, 2891032
 1259.09, 2891711
 1259.10, 2892391
 1259.11, 2893071
 1259.12, 2893751
 1259.13, 2894430
 1259.14, 2895110
 1259.15, 2895790
 1259.16, 2896462
 1259.17, 2897142
 1259.18, 2897822
 1259.19, 2898502
 1259.20, 2899182
 1259.21, 2899863
 1259.22, 2900543
 1259.23, 2901223
 1259.24, 2901903
 1259.25, 2902584
 1259.26, 2903264
 1259.27, 2903945
 1259.28, 2904625
 1259.29, 2905298
 1259.30, 2905978
 1259.31, 2906659
 1259.32, 2907339
 1259.33, 2908020
 1259.34, 2908701
 1259.35, 2909382
 1259.36, 2910063
 1259.37, 2910744
 1259.38, 2911425
 1259.39, 2912106
 1259.40, 2912787
 1259.41, 2913459
 1259.42, 2914140
 1259.43, 2914822
 1259.44, 2915503
 1259.45, 2916184
 1259.46, 2916865
 1259.47, 2917547
 1259.48, 2918228
 1259.49, 2918910
