id,seriesid,name,value
4550,1614,t2,5/8/2017
4551,1614,count,2685
4561,1618,t1,1/1/2010
4562,1618,t2,5/8/2017
4563,1618,count,2685
4564,1619,t1,1/1/2010
4565,1619,t2,5/8/2017
4566,1619,count,2685
4567,1620,t1,1/1/2010
4568,1620,t2,5/8/2017
4569,1620,count,2685
4570,1621,t1,1/1/2010
4571,1621,t2,5/8/2017
4572,1621,count,2685
4579,1624,t1,1/1/2010
4580,1624,t2,5/8/2017
4581,1624,count,2685
4582,1625,t1,1/1/2010
4583,1625,t2,5/8/2017
4584,1625,count,2685
4585,1626,t1,1/1/2010
4586,1626,t2,5/8/2017
4587,1626,count,2685
4588,1627,t1,1/1/2010
4589,1627,t2,5/8/2017
4590,1627,count,2685
4591,1628,t1,1/1/2010
4592,1628,t2,5/8/2017
4593,1628,count,2685
4594,1629,t1,1/1/2010
4595,1629,t2,5/8/2017
4596,1629,count,2685
4597,1630,t1,1/1/2010
4598,1630,t2,5/8/2017
4599,1630,count,2685
4600,1631,t1,1/1/2010
4601,1631,t2,5/8/2017
4602,1631,count,2685
4603,1632,t1,1/1/2010
4604,1632,t2,5/8/2017
4605,1632,count,2685
4606,1633,t1,1/1/2010
4607,1633,t2,5/8/2017
4608,1633,count,2685
4609,1634,t1,1/1/2010
4610,1634,t2,5/8/2017
4611,1634,count,2685
4612,1635,t1,1/1/2010
4613,1635,t2,5/8/2017
4614,1635,count,2685
4615,1636,t1,1/1/2010
4616,1636,t2,5/8/2017
4617,1636,count,2685
4618,1637,t1,1/1/2010
4619,1637,t2,5/8/2017
4620,1637,count,2685
4621,1638,t1,1/1/2010
4622,1638,t2,5/8/2017
4623,1638,count,2685
4624,1639,t1,1/1/2010
4625,1639,t2,5/8/2017
4626,1639,count,2685
4627,1640,t1,1/1/2010
4628,1640,t2,5/8/2017
4629,1640,count,2685
4630,1641,t1,1/1/2010
4631,1641,t2,5/8/2017
4632,1641,count,2685
4633,1642,t1,1/1/2010
4634,1642,t2,5/8/2017
4635,1642,count,2685
4636,1643,t1,1/1/2010
4637,1643,t2,5/8/2017
4638,1643,count,2685
4642,1645,t1,1/1/2010
4643,1645,t2,5/8/2017
4644,1645,count,2685
4645,1646,t1,1/1/2010
4646,1646,t2,5/8/2017
4647,1646,count,2685
4648,1647,t1,1/1/2010
4649,1647,t2,5/8/2017
4650,1647,count,2685
4651,1648,t1,1/1/2010
4652,1648,t2,5/8/2017
4653,1648,count,2685
4654,1649,t1,1/1/2010
4655,1649,t2,5/8/2017
4656,1649,count,2685
4657,1650,t1,1/1/2010
4658,1650,t2,5/8/2017
4659,1650,count,2685
4660,1651,t1,1/1/2010
4661,1651,t2,5/8/2017
4662,1651,count,2685
4663,1652,t1,1/1/2010
4664,1652,t2,5/8/2017
4665,1652,count,2685
4669,1654,t1,1/1/2010
4670,1654,t2,5/8/2017
4671,1654,count,2685
4672,1655,t1,1/1/2010
4673,1655,t2,5/8/2017
4674,1655,count,2685
4675,1656,t1,1/1/2010
4676,1656,t2,5/8/2017
4677,1656,count,2685
4678,1657,t1,1/1/2010
4679,1657,t2,5/8/2017
4680,1657,count,2685
4681,1658,t1,1/1/2010
4682,1658,t2,5/8/2017
4683,1658,count,2685
4684,1659,t1,1/1/2010
4685,1659,t2,5/8/2017
4686,1659,count,2685
4687,1660,t1,1/1/2010
4688,1660,t2,5/8/2017
4689,1660,count,2685
4690,1661,t1,1/1/2010
4691,1661,t2,5/8/2017
4692,1661,count,2685
4693,1662,t1,1/1/2010
4694,1662,t2,5/8/2017
4695,1662,count,2685
4696,1663,t1,1/1/2010
4697,1663,t2,5/8/2017
4698,1663,count,2685
4699,1664,t1,1/1/2010
4700,1664,t2,5/8/2017
4701,1664,count,2685
4702,1665,t1,1/1/2010
4703,1665,t2,5/8/2017
4704,1665,count,2685
4705,1666,t1,1/1/2010
4706,1666,t2,5/8/2017
4707,1666,count,2685
4708,1667,t1,1/1/2010
4709,1667,t2,5/8/2017
4710,1667,count,2685
4711,1668,t1,1/1/2010
4712,1668,t2,5/8/2017
4713,1668,count,2685
4714,1669,t1,1/1/2010
4715,1669,t2,5/8/2017
4716,1669,count,2685
4717,1670,t1,1/1/2010
4718,1670,t2,5/8/2017
4719,1670,count,2685
4720,1671,t1,1/1/2010
4721,1671,t2,5/8/2017
4722,1671,count,2685
4729,1674,t1,1/1/2010
4730,1674,t2,5/8/2017
4731,1674,count,2685
4732,1675,t1,1/1/2010
4733,1675,t2,5/8/2017
4734,1675,count,2685
4735,1676,t1,1/1/2010
4736,1676,t2,5/8/2017
4737,1676,count,2685
4738,1677,t1,1/1/2010
4739,1677,t2,5/8/2017
4740,1677,count,2685
4741,1678,t1,1/1/2010
4742,1678,t2,5/8/2017
4743,1678,count,2685
4744,1679,t1,1/1/2010
4745,1679,t2,5/8/2017
4746,1679,count,2685
4747,1680,t1,1/1/2010
4748,1680,t2,5/8/2017
4749,1680,count,2685
4750,1681,t1,1/1/2010
4751,1681,t2,5/8/2017
4752,1681,count,2685
4753,1682,t1,1/1/2010
4754,1682,t2,5/8/2017
4755,1682,count,2685
4756,1683,t1,1/1/2010
4757,1683,t2,5/8/2017
4758,1683,count,2685
4759,1684,t1,1/1/2010
4760,1684,t2,5/8/2017
4761,1684,count,2685
4765,1686,t1,1/1/2010
4766,1686,t2,5/8/2017
4767,1686,count,2685
4768,1687,t1,1/1/2010
4769,1687,t2,5/8/2017
4770,1687,count,2685
4771,1688,t1,1/1/2010
4772,1688,t2,5/8/2017
4773,1688,count,2685
4774,1689,t1,1/1/2010
4775,1689,t2,5/8/2017
4776,1689,count,2685
4777,1690,t1,1/1/2010
4778,1690,t2,5/8/2017
4779,1690,count,2685
4780,1691,t1,1/1/2010
4781,1691,t2,5/8/2017
4782,1691,count,2685
4783,1692,t1,1/1/2010
4784,1692,t2,5/8/2017
4785,1692,count,2685
4786,1693,t1,1/1/2010
4787,1693,t2,5/8/2017
4788,1693,count,2685
4789,1694,t1,1/1/2010
4790,1694,t2,5/8/2017
4791,1694,count,2685
4792,1695,t1,1/1/2010
4793,1695,t2,5/8/2017
4794,1695,count,2685
4795,1696,t1,1/1/2010
4796,1696,t2,5/8/2017
4797,1696,count,2685
4798,1697,t1,1/1/2010
4799,1697,t2,5/8/2017
4800,1697,count,2685
4801,1698,t1,1/1/2010
4802,1698,t2,5/8/2017
4803,1698,count,2685
4804,1699,t1,1/1/2010
4805,1699,t2,5/8/2017
4806,1699,count,2685
4807,1700,t1,1/1/2010
4808,1700,t2,5/8/2017
4809,1700,count,2685
4810,1701,t1,1/1/2010
4811,1701,t2,5/8/2017
4812,1701,count,2685
4813,1702,t1,1/1/2010
4814,1702,t2,5/8/2017
4815,1702,count,2685
4816,1703,t1,1/1/2010
4817,1703,t2,5/8/2017
4818,1703,count,2685
4819,1704,t1,1/1/2010
4820,1704,t2,5/8/2017
4821,1704,count,2685
4822,1705,t1,1/1/2010
4823,1705,t2,5/8/2017
4824,1705,count,2685
4825,1706,t1,1/1/2010
4826,1706,t2,5/8/2017
4827,1706,count,2685
4828,1707,t1,1/1/2010
4829,1707,t2,5/8/2017
4830,1707,count,2685
4831,1708,t1,1/1/2010
4832,1708,t2,5/8/2017
4833,1708,count,2685
4834,1709,t1,1/1/2010
4835,1709,t2,5/8/2017
4836,1709,count,2685
4837,1710,t1,1/1/2010
4838,1710,t2,5/8/2017
4839,1710,count,2685
4840,1711,t1,1/1/2010
4841,1711,t2,5/8/2017
4842,1711,count,2685
4843,1712,t1,1/1/2010
4844,1712,t2,5/8/2017
4845,1712,count,2685
4846,1713,t1,1/1/2010
4847,1713,t2,5/8/2017
4848,1713,count,2685
4849,1714,t1,1/1/2010
4850,1714,t2,5/8/2017
4851,1714,count,2685
4852,1715,t1,1/1/2010
4853,1715,t2,5/8/2017
4854,1715,count,2685
4855,1716,t1,1/1/2010
4856,1716,t2,5/8/2017
4857,1716,count,2685
4858,1717,t1,1/1/2010
4859,1717,t2,5/8/2017
4860,1717,count,2685
4861,1718,t1,1/1/2010
4862,1718,t2,5/8/2017
4863,1718,count,2685
4864,1719,t1,1/1/2010
4865,1719,t2,5/8/2017
4866,1719,count,2685
4867,1720,t1,1/1/2010
4868,1720,t2,5/8/2017
4869,1720,count,2685
4870,1721,t1,1/1/2010
4871,1721,t2,5/8/2017
4872,1721,count,2685
4873,1722,t1,1/1/2010
4874,1722,t2,5/8/2017
4875,1722,count,2685
4876,1723,t1,1/1/2010
4877,1723,t2,5/8/2017
4878,1723,count,2685
4879,1724,t1,1/1/2010
4880,1724,t2,5/8/2017
4881,1724,count,2685
4882,1725,t1,1/1/2010
4883,1725,t2,5/8/2017
4884,1725,count,2685
4885,1726,t1,1/1/2010
4886,1726,t2,5/8/2017
4887,1726,count,2685
4888,1727,t1,1/1/2010
4889,1727,t2,5/8/2017
4890,1727,count,2685
4891,1728,t1,1/1/2010
4892,1728,t2,5/8/2017
4893,1728,count,2685
4894,1729,t1,1/1/2010
4895,1729,t2,5/8/2017
4896,1729,count,2685
4897,1730,t1,1/1/2010
4898,1730,t2,5/8/2017
4899,1730,count,2685
4900,1731,t1,1/1/2010
4901,1731,t2,5/8/2017
4902,1731,count,2685
4903,1732,t1,1/1/2010
4904,1732,t2,5/8/2017
4905,1732,count,2685
4906,1733,t1,1/1/2010
4907,1733,t2,5/8/2017
4908,1733,count,2685
4909,1734,t1,1/1/2010
4910,1734,t2,5/8/2017
4911,1734,count,2685
4912,1735,t1,1/1/2010
4913,1735,t2,5/8/2017
4914,1735,count,2685
4915,1736,t1,1/1/2010
4916,1736,t2,5/8/2017
4917,1736,count,2685
4918,1737,t1,1/1/2010
4919,1737,t2,5/8/2017
4920,1737,count,2685
4921,1738,t1,1/1/2010
4922,1738,t2,5/8/2017
4923,1738,count,2685
4924,1739,t1,1/1/2010
4925,1739,t2,5/8/2017
4926,1739,count,2685
4927,1740,t1,1/1/2010
4928,1740,t2,5/8/2017
4929,1740,count,2685
4930,1741,t1,1/1/2010
4931,1741,t2,5/8/2017
4932,1741,count,2685
4933,1742,t1,1/1/2010
4934,1742,t2,5/8/2017
4935,1742,count,2685
4936,1743,t1,1/1/2010
4937,1743,t2,5/8/2017
4938,1743,count,2685
4939,1744,t1,1/1/2010
4940,1744,t2,5/8/2017
4941,1744,count,2685
4942,1745,t1,1/1/2010
4943,1745,t2,5/8/2017
4944,1745,count,2685
4945,1746,t1,1/1/2010
4946,1746,t2,5/8/2017
4947,1746,count,2685
4948,1747,t1,1/1/2010
4949,1747,t2,5/8/2017
4950,1747,count,2685
4951,1748,t1,1/1/2010
4952,1748,t2,5/8/2017
4953,1748,count,2685
4954,1749,t1,1/1/2010
4955,1749,t2,5/8/2017
4956,1749,count,2685
4957,1750,t1,1/1/2010
4958,1750,t2,5/8/2017
4959,1750,count,2685
4960,1751,t1,1/1/2010
4961,1751,t2,5/8/2017
4962,1751,count,2685
4963,1752,t1,1/1/2010
4964,1752,t2,5/8/2017
4965,1752,count,2685
4966,1753,t1,1/1/2010
4967,1753,t2,5/8/2017
4968,1753,count,2685
4969,1754,t1,1/1/2010
4970,1754,t2,5/8/2017
4971,1754,count,2685
4972,1755,t1,1/1/2010
4973,1755,t2,5/8/2017
4974,1755,count,2685
4975,1756,t1,1/1/2010
4976,1756,t2,5/8/2017
4977,1756,count,2685
4978,1757,t1,1/1/2010
4979,1757,t2,5/8/2017
4980,1757,count,2685
4981,1758,t1,1/1/2010
4982,1758,t2,5/8/2017
4983,1758,count,2685
4984,1759,t1,1/1/2010
4985,1759,t2,5/8/2017
4986,1759,count,2685
4987,1760,t1,1/1/2010
4988,1760,t2,5/8/2017
4989,1760,count,2685
4990,1761,t1,1/1/2010
4991,1761,t2,5/8/2017
4992,1761,count,2685
4993,1762,t1,1/1/2010
4994,1762,t2,5/8/2017
4995,1762,count,2685
4996,1763,t1,1/1/2010
4997,1763,t2,5/8/2017
4998,1763,count,2685
4999,1764,t1,1/1/2010
5000,1764,t2,5/8/2017
5001,1764,count,2685
5002,1765,t1,1/1/2010
5003,1765,t2,5/8/2017
5004,1765,count,2685
5005,1766,t1,1/1/2010
5006,1766,t2,5/8/2017
5007,1766,count,2685
5008,1767,t1,1/1/2010
5009,1767,t2,5/8/2017
5010,1767,count,2685
5011,1768,t1,1/1/2010
5012,1768,t2,5/8/2017
5013,1768,count,2685
5014,1769,t1,1/1/2010
5015,1769,t2,5/8/2017
5016,1769,count,2685
5017,1770,t1,1/1/2010
5018,1770,t2,5/8/2017
5019,1770,count,2685
5020,1771,t1,1/1/2010
5021,1771,t2,5/8/2017
5022,1771,count,2685
5023,1772,t1,1/1/2010
5024,1772,t2,5/8/2017
5025,1772,count,2685
5026,1773,t1,1/1/2010
5027,1773,t2,5/8/2017
5028,1773,count,2685
5029,1774,t1,1/1/2010
5030,1774,t2,5/8/2017
5031,1774,count,2685
5032,1775,t1,1/1/2010
5033,1775,t2,5/8/2017
5034,1775,count,2685
5035,1776,t1,1/1/2010
5036,1776,t2,5/8/2017
5037,1776,count,2685
5038,1777,t1,1/1/2010
5039,1777,t2,5/8/2017
5040,1777,count,2685
5041,1778,t1,1/1/2010
5042,1778,t2,5/8/2017
5043,1778,count,2685
5044,1779,t1,1/1/2010
5045,1779,t2,5/8/2017
5046,1779,count,2685
5047,1780,t1,1/1/2010
5048,1780,t2,5/8/2017
5049,1780,count,2685
5050,1781,t1,1/1/2010
5051,1781,t2,5/8/2017
5052,1781,count,2685
5053,1782,t1,1/1/2010
5054,1782,t2,5/8/2017
5055,1782,count,2685
5056,1783,t1,1/1/2010
5057,1783,t2,5/8/2017
5058,1783,count,2685
5059,1784,t1,1/1/2010
5060,1784,t2,5/8/2017
5061,1784,count,2685
5062,1785,t1,1/1/2010
5063,1785,t2,5/8/2017
5064,1785,count,2685
5065,1786,t1,1/1/2010
5066,1786,t2,5/8/2017
5067,1786,count,2685
5068,1787,t1,1/1/2010
5069,1787,t2,5/8/2017
5070,1787,count,2685
5071,1788,t1,1/1/2010
5072,1788,t2,5/8/2017
5073,1788,count,2685
5074,1789,t1,1/1/2010
5075,1789,t2,5/8/2017
5076,1789,count,2685
5077,1790,t1,1/1/2010
5078,1790,t2,5/8/2017
5079,1790,count,2685
5080,1791,t1,1/1/2010
5081,1791,t2,5/8/2017
5082,1791,count,2685
5083,1792,t1,1/1/2010
5084,1792,t2,5/8/2017
5085,1792,count,2685
5086,1793,t1,1/1/2010
5087,1793,t2,5/8/2017
5088,1793,count,2685
5089,1794,t1,1/1/2010
5090,1794,t2,5/8/2017
5091,1794,count,2685
5092,1795,t1,1/1/2010
5093,1795,t2,5/8/2017
5094,1795,count,2685
5095,1796,t1,1/1/2010
5096,1796,t2,5/8/2017
5097,1796,count,2685
5098,1797,t1,1/1/2010
5099,1797,t2,5/8/2017
5100,1797,count,2685
5101,1798,t1,1/1/2010
5102,1798,t2,5/8/2017
5103,1798,count,2685
5104,1799,t1,1/1/2010
5105,1799,t2,5/8/2017
5106,1799,count,2685
5107,1800,t1,1/1/2010
5108,1800,t2,5/8/2017
5109,1800,count,2685
5110,1801,t1,1/1/2010
5111,1801,t2,5/8/2017
5112,1801,count,2685
5113,1802,t1,1/1/2010
5114,1802,t2,5/8/2017
5115,1802,count,2685
5116,1803,t1,1/1/2010
5117,1803,t2,5/8/2017
5118,1803,count,2685
5119,1804,t1,1/1/2010
5120,1804,t2,5/8/2017
5121,1804,count,2685
5122,1805,t1,1/1/2010
5123,1805,t2,5/8/2017
5124,1805,count,2685
5125,1806,t1,1/1/2010
5126,1806,t2,5/8/2017
5127,1806,count,2685
5128,1807,t1,1/1/2010
5129,1807,t2,5/8/2017
5130,1807,count,2685
5131,1808,t1,1/1/2010
5132,1808,t2,5/8/2017
5133,1808,count,2685
5134,1809,t1,1/1/2010
5135,1809,t2,5/8/2017
5136,1809,count,2685
5137,1810,t1,1/1/2010
5138,1810,t2,5/8/2017
5139,1810,count,2685
5140,1811,t1,1/1/2010
5141,1811,t2,5/8/2017
5142,1811,count,2685
5143,1812,t1,1/1/2010
5144,1812,t2,5/8/2017
5145,1812,count,2685
5146,1813,t1,1/1/2010
5147,1813,t2,5/8/2017
5148,1813,count,2685
5149,1814,t1,1/1/2010
5150,1814,t2,5/8/2017
5151,1814,count,2685
5152,1815,t1,1/1/2010
5153,1815,t2,5/8/2017
5154,1815,count,2685
5155,1816,t1,1/1/2010
5156,1816,t2,5/8/2017
5157,1816,count,2685
5158,1817,t1,1/1/2010
5159,1817,t2,5/8/2017
5160,1817,count,2685
5161,1818,t1,1/1/2010
5162,1818,t2,5/8/2017
5163,1818,count,2685
5164,1819,t1,1/1/2010
5165,1819,t2,5/8/2017
5166,1819,count,2685
5167,1820,t1,1/1/2010
5168,1820,t2,5/8/2017
5169,1820,count,2685
5170,1821,t1,1/1/2010
5171,1821,t2,5/8/2017
5172,1821,count,2685
5173,1822,t1,1/1/2010
5174,1822,t2,5/8/2017
5175,1822,count,2685
5176,1823,t1,1/1/2010
5177,1823,t2,5/8/2017
5178,1823,count,2685
5179,1824,t1,1/1/2010
5180,1824,t2,5/8/2017
5181,1824,count,2685
5182,1825,t1,1/1/2010
5183,1825,t2,5/8/2017
5184,1825,count,2685
5185,1826,t1,1/1/2010
5186,1826,t2,5/8/2017
5187,1826,count,2685
5188,1827,t1,1/1/2010
5189,1827,t2,5/8/2017
5190,1827,count,2685
5191,1828,t1,1/1/2010
5192,1828,t2,5/8/2017
5193,1828,count,2685
5194,1829,t1,1/1/2010
5195,1829,t2,5/8/2017
5196,1829,count,2685
5197,1830,t1,1/1/2010
5198,1830,t2,5/8/2017
5199,1830,count,2685
5200,1831,t1,1/1/2010
5201,1831,t2,5/8/2017
5202,1831,count,2685
5203,1832,t1,1/1/2010
5204,1832,t2,5/8/2017
5205,1832,count,2685
5206,1833,t1,1/1/2010
5207,1833,t2,5/8/2017
5208,1833,count,2685
5209,1834,t1,1/1/2010
5210,1834,t2,5/8/2017
5211,1834,count,2685
5212,1835,t1,1/1/2010
5213,1835,t2,5/8/2017
5214,1835,count,2685
5215,1836,t1,1/1/2010
5216,1836,t2,5/8/2017
5217,1836,count,2685
5218,1837,t1,1/1/2010
5219,1837,t2,5/8/2017
5220,1837,count,2685
5221,1838,t1,1/1/2010
5222,1838,t2,5/8/2017
5223,1838,count,2685
5224,1839,t1,1/1/2010
5225,1839,t2,5/8/2017
5226,1839,count,2685
5227,1840,t1,1/1/2010
5228,1840,t2,5/8/2017
5229,1840,count,2685
5230,1841,t1,1/1/2010
5231,1841,t2,5/8/2017
5232,1841,count,2685
5233,1842,t1,1/1/2010
5234,1842,t2,5/8/2017
5235,1842,count,2685
5236,1843,t1,1/1/2010
5237,1843,t2,5/8/2017
5238,1843,count,2685
5239,1844,t1,1/1/2010
5240,1844,t2,5/8/2017
5241,1844,count,2685
5242,1845,t1,1/1/2010
5243,1845,t2,5/8/2017
5244,1845,count,2685
5245,1846,t1,1/1/2010
5246,1846,t2,5/8/2017
5247,1846,count,2685
5248,1847,t1,1/1/2010
5249,1847,t2,5/8/2017
5250,1847,count,2685
5251,1848,t1,1/1/2010
5252,1848,t2,5/8/2017
5253,1848,count,2685
5254,1849,t1,1/1/2010
5255,1849,t2,5/8/2017
5256,1849,count,2685
5257,1850,t1,1/1/2010
5258,1850,t2,5/8/2017
5259,1850,count,2685
5260,1851,t1,1/1/2010
5261,1851,t2,5/8/2017
5262,1851,count,2685
5263,1852,t1,1/1/2010
5264,1852,t2,5/8/2017
5265,1852,count,2685
5266,1853,t1,1/1/2010
5267,1853,t2,5/8/2017
5268,1853,count,2685
5269,1854,t1,1/1/2010
5270,1854,t2,5/8/2017
5271,1854,count,2685
5272,1855,t1,1/1/2010
5273,1855,t2,5/8/2017
5274,1855,count,2685
5275,1856,t1,1/1/2010
5276,1856,t2,5/8/2017
5277,1856,count,2685
5278,1857,t1,1/1/2010
5279,1857,t2,5/8/2017
5280,1857,count,2685
5281,1858,t1,1/1/2010
5282,1858,t2,5/8/2017
5283,1858,count,2685
5284,1859,t1,1/1/2010
5285,1859,t2,5/8/2017
5286,1859,count,2685
5287,1860,t1,1/1/2010
5288,1860,t2,5/8/2017
5289,1860,count,2685
5290,1861,t1,1/1/2010
5291,1861,t2,5/8/2017
5292,1861,count,2685
5293,1862,t1,1/1/2010
5294,1862,t2,5/8/2017
5295,1862,count,2685
5296,1863,t1,1/1/2010
5297,1863,t2,5/8/2017
5298,1863,count,2685
5299,1864,t1,1/1/2010
5300,1864,t2,5/8/2017
5301,1864,count,2685
5302,1865,t1,1/1/2010
5303,1865,t2,5/8/2017
5304,1865,count,2685
5305,1866,t1,1/1/2010
5306,1866,t2,5/8/2017
5307,1866,count,2685
5308,1867,t1,1/1/2010
5309,1867,t2,5/8/2017
5310,1867,count,2685
5311,1868,t1,1/1/2010
5312,1868,t2,5/8/2017
5313,1868,count,2685
5314,1869,t1,1/1/2010
5315,1869,t2,5/8/2017
5316,1869,count,2685
5317,1870,t1,1/1/2010
5318,1870,t2,5/8/2017
5319,1870,count,2685
5320,1871,t1,1/1/2010
5321,1871,t2,5/8/2017
5322,1871,count,2685
5323,1872,t1,1/1/2010
5324,1872,t2,5/8/2017
5325,1872,count,2685
5326,1873,t1,1/1/2010
5327,1873,t2,5/8/2017
5328,1873,count,2685
5329,1874,t1,1/1/2010
5330,1874,t2,5/8/2017
5331,1874,count,2685
5332,1875,t1,1/1/2010
5333,1875,t2,5/8/2017
5334,1875,count,2685
5335,1876,t1,1/1/2010
5336,1876,t2,5/8/2017
5337,1876,count,2685
5338,1877,t1,1/1/2010
5339,1877,t2,5/8/2017
5340,1877,count,2685
5341,1878,t1,1/1/2010
5342,1878,t2,5/8/2017
5343,1878,count,2685
5344,1879,t1,1/1/2010
5345,1879,t2,5/8/2017
5346,1879,count,2685
5347,1880,t1,1/1/2010
5348,1880,t2,5/8/2017
5349,1880,count,2685
5350,1881,t1,1/1/2010
5351,1881,t2,5/8/2017
5352,1881,count,2685
5353,1882,t1,1/1/2010
5354,1882,t2,5/8/2017
5355,1882,count,2685
5356,1883,t1,1/1/2010
5357,1883,t2,5/8/2017
5358,1883,count,2685
5359,1884,t1,1/1/2010
5360,1884,t2,5/8/2017
5361,1884,count,2685
5362,1885,t1,1/1/2010
5363,1885,t2,5/8/2017
5364,1885,count,2685
5365,1886,t1,1/1/2010
5366,1886,t2,5/8/2017
5367,1886,count,2685
5368,1887,t1,1/1/2010
5369,1887,t2,5/8/2017
5370,1887,count,2685
5371,1888,t1,1/1/2010
5372,1888,t2,5/8/2017
5373,1888,count,2685
5374,1889,t1,1/1/2010
5375,1889,t2,5/8/2017
5376,1889,count,2685
5377,1890,t1,1/1/2010
5378,1890,t2,5/8/2017
5379,1890,count,2685
5380,1891,t1,1/1/2010
5381,1891,t2,5/8/2017
5382,1891,count,2685
5383,1892,t1,1/1/2010
5384,1892,t2,5/8/2017
5385,1892,count,2685
5386,1893,t1,1/1/2010
5387,1893,t2,5/8/2017
5388,1893,count,2685
5389,1894,t1,1/1/2010
5390,1894,t2,5/8/2017
5391,1894,count,2685
5392,1895,t1,1/1/2010
5393,1895,t2,5/8/2017
5394,1895,count,2685
5395,1896,t1,1/1/2010
5396,1896,t2,5/8/2017
5397,1896,count,2685
5398,1897,t1,1/1/2010
5399,1897,t2,5/8/2017
5400,1897,count,2685
5401,1898,t1,1/1/2010
5402,1898,t2,5/8/2017
5403,1898,count,2685
5404,1899,t1,1/1/2010
5405,1899,t2,5/8/2017
5406,1899,count,2685
5407,1900,t1,1/1/2010
5408,1900,t2,5/8/2017
5409,1900,count,2685
5410,1901,t1,1/1/2010
5411,1901,t2,5/8/2017
5412,1901,count,2685
5413,1902,t1,1/1/2010
5414,1902,t2,5/8/2017
5415,1902,count,2685
5416,1903,t1,1/1/2010
5417,1903,t2,5/8/2017
5418,1903,count,2685
5419,1904,t1,1/1/2010
5420,1904,t2,5/8/2017
5421,1904,count,2685
5422,1905,t1,1/1/2010
5423,1905,t2,5/8/2017
5424,1905,count,2685
5425,1906,t1,1/1/2010
5426,1906,t2,5/8/2017
5427,1906,count,2685
5428,1907,t1,1/1/2010
5429,1907,t2,5/8/2017
5430,1907,count,2685
5431,1908,t1,1/1/2010
5432,1908,t2,5/8/2017
5433,1908,count,2685
5434,1909,t1,1/1/2010
5435,1909,t2,5/8/2017
5436,1909,count,2685
5437,1910,t1,1/1/2010
5438,1910,t2,5/8/2017
5439,1910,count,2685
5440,1911,t1,1/1/2010
5441,1911,t2,5/8/2017
5442,1911,count,2685
5443,1912,t1,1/1/2010
5444,1912,t2,5/8/2017
5445,1912,count,2685
5446,1913,t1,1/1/2010
5447,1913,t2,5/8/2017
5448,1913,count,2685
5449,1914,t1,1/1/2010
5450,1914,t2,5/8/2017
5451,1914,count,2685
5452,1915,t1,1/1/2010
5453,1915,t2,5/8/2017
5454,1915,count,2685
5455,1916,t1,1/1/2010
5456,1916,t2,5/8/2017
5457,1916,count,2685
5458,1917,t1,1/1/2010
5459,1917,t2,5/8/2017
5460,1917,count,2685
5461,1918,t1,1/1/2010
5462,1918,t2,5/8/2017
5463,1918,count,2685
5464,1919,t1,1/1/2010
5465,1919,t2,5/8/2017
5466,1919,count,2685
5467,1920,t1,1/1/2010
5468,1920,t2,5/8/2017
5469,1920,count,2685
5470,1921,t1,1/1/2010
5471,1921,t2,5/8/2017
5472,1921,count,2685
5473,1922,t1,1/1/2010
5474,1922,t2,5/8/2017
5475,1922,count,2685
5476,1923,t1,1/1/2010
5477,1923,t2,5/8/2017
5478,1923,count,2685
5479,1924,t1,1/1/2010
5480,1924,t2,5/8/2017
5481,1924,count,2685
5482,1925,t1,1/1/2010
5483,1925,t2,5/8/2017
5484,1925,count,2685
5485,1926,t1,1/1/2010
5486,1926,t2,5/8/2017
5487,1926,count,2685
5488,1927,t1,1/1/2010
5489,1927,t2,5/8/2017
5490,1927,count,2685
5491,1928,t1,1/1/2010
5492,1928,t2,5/8/2017
5493,1928,count,2685
5494,1929,t1,1/1/2010
5495,1929,t2,5/8/2017
5496,1929,count,2685
5497,1930,t1,1/1/2010
5498,1930,t2,5/8/2017
5499,1930,count,2685
5500,1931,t1,1/1/2010
5501,1931,t2,5/8/2017
5502,1931,count,2685
5503,1932,t1,1/1/2010
5504,1932,t2,5/8/2017
5505,1932,count,2685
5506,1933,t1,1/1/2010
5507,1933,t2,5/8/2017
5508,1933,count,2685
5509,1934,t1,1/1/2010
5510,1934,t2,5/8/2017
5511,1934,count,2685
5512,1935,t1,1/1/2010
5513,1935,t2,5/8/2017
5514,1935,count,2685
5515,1936,t1,1/1/2010
5516,1936,t2,5/8/2017
5517,1936,count,2685
5518,1937,t1,1/1/2010
5519,1937,t2,5/8/2017
5520,1937,count,2685
5521,1938,t1,1/1/2010
5522,1938,t2,5/8/2017
5523,1938,count,2685
5524,1939,t1,1/1/2010
5525,1939,t2,5/8/2017
5526,1939,count,2685
5527,1940,t1,1/1/2010
5528,1940,t2,5/8/2017
5529,1940,count,2685
5530,1941,t1,1/1/2010
5531,1941,t2,5/8/2017
5532,1941,count,2685
5533,1942,t1,1/1/2010
5534,1942,t2,5/8/2017
5535,1942,count,2685
5536,1943,t1,1/1/2010
5537,1943,t2,5/8/2017
5538,1943,count,2685
5539,1944,t1,1/1/2010
5540,1944,t2,5/8/2017
5541,1944,count,2685
5542,1945,t1,1/1/2010
5543,1945,t2,5/8/2017
5544,1945,count,2685
5545,1946,t1,1/1/2010
5546,1946,t2,5/8/2017
5547,1946,count,2685
5548,1947,t1,1/1/2010
5549,1947,t2,5/8/2017
5550,1947,count,2685
5551,1948,t1,1/1/2010
5552,1948,t2,5/8/2017
5553,1948,count,2685
5554,1949,t1,1/1/2010
