A_ID,parentid,isfolder,sortorder,iconname,name,siteid,units,timeinterval,parameter,tablename,provider,connectionstring,expression,notes,enabled
19413,19412,0,1,sum,cibw_yr,cibw,,Irregular,yr,instant_cibw_yr,CalculationSeries,,cibw_nt/cibw_bh * 100.0,,1
19414,19412,0,1,,cibw_bh,cibw,,Irregular,bh,instant_cibw_bh,Series,,,,1
19415,19412,0,1,,cibw_gh,cibw,,Irregular,gh,instant_cibw_gh,Series,,,,1
19416,19412,0,1,,cibw_nt,cibw,,Irregular,nt,instant_cibw_nt,Series,,,,1
19417,19412,0,1,,cibw_wc,cibw,,Irregular,wc,instant_cibw_wc,Series,,,,1
19418,19412,0,1,,cibw_xac,cibw,,Irregular,xac,instant_cibw_xac,Series,,,,1
19419,19412,0,1,,cibw_batvolt,cibw,,Irregular,batvolt,instant_cibw_batvolt,Series,,,,1
19421,19412,0,1,,cibw_power,cibw,,Irregular,power,instant_cibw_power,Series,,,,1
19422,19412,0,1,,cibw_msglen,cibw,,Irregular,msglen,instant_cibw_msglen,Series,,,,1
19423,19412,0,1,,cibw_lenerr,cibw,,Irregular,lenerr,instant_cibw_lenerr,Series,,,,1
19424,19412,0,1,,cibw_timeerr,cibw,,Irregular,timeerr,instant_cibw_timeerr,Series,,,,1
19425,19404,0,1,,sbeo_ch,sbeo,,Irregular,ch,instant_sbeo_ch,Series,,,,1
19426,19404,0,1,,sbeo_batvolt,sbeo,,Irregular,batvolt,instant_sbeo_batvolt,Series,,,,1
19427,19404,0,1,,sbeo_parity,sbeo,,Irregular,parity,instant_sbeo_parity,Series,,,,1
19428,19404,0,1,,sbeo_power,sbeo,,Irregular,power,instant_sbeo_power,Series,,,,1
19367,19364,0,3,sum,hpd_q,hpd,,Irregular,q,instant_hpd_q,CalculationSeries,,"FileRatingTable(hpd_fb-4526.6,""hpd.csv"")",,1
19432,5634,1,8914,,mcfo,,,,,folder2017sep11130119374,Series,,,,1
19433,19432,1,1,,instant,,,,,folder2017sep11130119404,Series,,,,1
19434,19433,0,1,,mcfo_gh,mcfo,,Irregular,gh,instant_mcfo_gh,Series,,,,1
19435,19433,0,1,,mcfo_wf,mcfo,,Irregular,wf,instant_mcfo_wf,Series,,,,1
19436,19433,0,1,,mcfo_batvolt,mcfo,,Irregular,batvolt,instant_mcfo_batvolt,Series,,,,1
19437,19433,0,1,,mcfo_parity,mcfo,,Irregular,parity,instant_mcfo_parity,Series,,,,1
19438,19433,0,1,,mcfo_power,mcfo,,Irregular,power,instant_mcfo_power,Series,,,,1
19439,19433,0,1,,mcfo_msglen,mcfo,,Irregular,msglen,instant_mcfo_msglen,Series,,,,1
19440,19433,0,1,,mcfo_lenerr,mcfo,,Irregular,lenerr,instant_mcfo_lenerr,Series,,,,1
19441,19433,0,1,,mcfo_timeerr,mcfo,,Irregular,timeerr,instant_mcfo_timeerr,Series,,,,1
19442,5634,1,8915,,umso,,,,,folder2017sep11130123694,Series,,,,1
19443,19442,1,1,,instant,,,,,folder2017sep11130123721,Series,,,,1
19444,19443,0,1,,umso_q,umso,,Irregular,q,instant_umso_q,Series,,,,1
19445,19443,0,1,,umso_wf,umso,,Irregular,wf,instant_umso_wf,Series,,,,1
19446,19443,0,1,,umso_batvolt,umso,,Irregular,batvolt,instant_umso_batvolt,Series,,,,1
19447,19443,0,1,,umso_parity,umso,,Irregular,parity,instant_umso_parity,Series,,,,1
19448,19443,0,1,,umso_power,umso,,Irregular,power,instant_umso_power,Series,,,,1
19449,19443,0,1,,umso_msglen,umso,,Irregular,msglen,instant_umso_msglen,Series,,,,1
19450,19443,0,1,,umso_lenerr,umso,,Irregular,lenerr,instant_umso_lenerr,Series,,,,1
19451,19443,0,1,,umso_timeerr,umso,,Irregular,timeerr,instant_umso_timeerr,Series,,,,1
19452,5634,1,8916,,weio,,,,,folder2017sep11132113709,Series,,,,1
19453,19452,1,1,,instant,,,,,folder2017sep11132113744,Series,,,,1
19454,19453,0,1,,weio_ch,weio,,Irregular,ch,instant_weio_ch,Series,,,,1
19455,19453,0,1,,weio_batvolt,weio,,Irregular,batvolt,instant_weio_batvolt,Series,,,,1
19456,19453,0,1,,weio_parity,weio,,Irregular,parity,instant_weio_parity,Series,,,,1
19457,19453,0,1,,weio_power,weio,,Irregular,power,instant_weio_power,Series,,,,1
19458,19453,0,1,,weio_msglen,weio,,Irregular,msglen,instant_weio_msglen,Series,,,,1
19459,19453,0,1,,weio_lenerr,weio,,Irregular,lenerr,instant_weio_lenerr,Series,,,,1
19460,19453,0,1,,weio_timeerr,weio,,Irregular,timeerr,instant_weio_timeerr,Series,,,,1
19461,5634,1,8917,,fdrw,,,,,folder2017sep11132633573,Series,,,,1
19462,19461,1,1,,instant,,,,,folder2017sep11132633729,Series,,,,1
19463,19462,0,1,sum,fdrw_yr,fdrw,,Irregular,yr,instant_fdrw_yr,CalculationSeries,,fdrw_nt/fdrw_bh *100.0,,1
19464,5634,1,8918,,gcgw,,,,,folder2017sep11134958561,Series,,,,1
19465,19464,1,1,,instant,,,,,folder2017sep11134958717,Series,,,,1
19466,19465,0,1,sum,gcgw_yr,gcgw,,Irregular,yr,instant_gcgw_yr,CalculationSeries,,gcgw_nt/gcgw_bh * 100.0,,1
19467,19462,0,1,,fdrw_bh,fdrw,,Irregular,bh,instant_fdrw_bh,Series,,,,1
19468,19462,0,1,,fdrw_nt,fdrw,,Irregular,nt,instant_fdrw_nt,Series,,,,1
19469,19462,0,1,,fdrw_wc,fdrw,,Irregular,wc,instant_fdrw_wc,Series,,,,1
19470,19462,0,1,,fdrw_xac,fdrw,,Irregular,xac,instant_fdrw_xac,Series,,,,1
19471,19462,0,1,,fdrw_zs,fdrw,,Irregular,zs,instant_fdrw_zs,Series,,,,1
19472,19462,0,1,,fdrw_batvolt,fdrw,,Irregular,batvolt,instant_fdrw_batvolt,Series,,,,1
19473,19462,0,1,,fdrw_parity,fdrw,,Irregular,parity,instant_fdrw_parity,Series,,,,1
19474,19462,0,1,,fdrw_power,fdrw,,Irregular,power,instant_fdrw_power,Series,,,,1
19475,19462,0,1,,fdrw_msglen,fdrw,,Irregular,msglen,instant_fdrw_msglen,Series,,,,1
19476,19462,0,1,,fdrw_lenerr,fdrw,,Irregular,lenerr,instant_fdrw_lenerr,Series,,,,1
19477,19462,0,1,,fdrw_timeerr,fdrw,,Irregular,timeerr,instant_fdrw_timeerr,Series,,,,1
19478,8284,0,124,sum,hghm_yr,hghm,,Irregular,yr,instant_hghm_yr,CalculationSeries,,hghm_nt/hghm_bh * 100.0,,1
19363,19360,0,3,sum,hpco_q,hpco,,Irregular,q,instant_hpco_q,CalculationSeries,,"FileRatingTable(hpco_fb-4403.5,""hpco.csv"")",,1
19479,19453,0,2,sum,weio_qc,weio,,Irregular,qc,instant_weio_qc,CalculationSeries,,"FileRatingTable(weio_ch,""weio_qc.csv"")",,1
19480,5634,1,8919,,wepo,,,,,folder2017sep11144108237,Series,,,,1
19481,19480,1,1,,instant,,,,,folder2017sep11144108306,Series,,,,1
19482,19481,0,1,,wepo_qc,wepo,,Irregular,qc,instant_wepo_qc,Series,,,,1
19483,19481,0,1,,wepo_batvolt,wepo,,Irregular,batvolt,instant_wepo_batvolt,Series,,,,1
19484,19481,0,1,,wepo_parity,wepo,,Irregular,parity,instant_wepo_parity,Series,,,,1
19485,19481,0,1,,wepo_power,wepo,,Irregular,power,instant_wepo_power,Series,,,,1
19486,19481,0,1,,wepo_msglen,wepo,,Irregular,msglen,instant_wepo_msglen,Series,,,,1
19487,19481,0,1,,wepo_lenerr,wepo,,Irregular,lenerr,instant_wepo_lenerr,Series,,,,1
19488,19481,0,1,,wepo_timeerr,wepo,,Irregular,timeerr,instant_wepo_timeerr,Series,,,,1
19489,19409,0,1,,wld_fb,wld,,Irregular,fb,instant_wld_fb,Series,,,,1
19490,19409,0,1,,wld_ob,wld,,Irregular,ob,instant_wld_ob,Series,,,,1
19491,19409,0,1,,wld_batvolt,wld,,Irregular,batvolt,instant_wld_batvolt,Series,,,,1
19492,19409,0,1,,wld_parity,wld,,Irregular,parity,instant_wld_parity,Series,,,,1
10596,10594,1,0,,daily,,,,,,,,,,0
19493,19409,0,1,,wld_power,wld,,Irregular,power,instant_wld_power,Series,,,,1
19494,19409,0,1,,wld_msglen,wld,,Irregular,msglen,instant_wld_msglen,Series,,,,1
19495,19409,0,1,,wld_lenerr,wld,,Irregular,lenerr,instant_wld_lenerr,Series,,,,1
19496,19409,0,1,,wld_timeerr,wld,,Irregular,timeerr,instant_wld_timeerr,Series,,,,1
19497,19465,0,1,,gcgw_bh,gcgw,,Irregular,bh,instant_gcgw_bh,Series,,,,1
19498,19465,0,1,,gcgw_nt,gcgw,,Irregular,nt,instant_gcgw_nt,Series,,,,1
19499,19465,0,1,,gcgw_wc,gcgw,,Irregular,wc,instant_gcgw_wc,Series,,,,1
19500,19465,0,1,,gcgw_xac,gcgw,,Irregular,xac,instant_gcgw_xac,Series,,,,1
19501,19465,0,1,,gcgw_batvolt,gcgw,,Irregular,batvolt,instant_gcgw_batvolt,Series,,,,1
19502,19465,0,1,,gcgw_parity,gcgw,,Irregular,parity,instant_gcgw_parity,Series,,,,1
19503,19465,0,1,,gcgw_power,gcgw,,Irregular,power,instant_gcgw_power,Series,,,,1
19507,19392,0,1,,wod_fb,wod,,Irregular,fb,instant_wod_fb,Series,,,,1
19508,19392,0,1,,wod_batvolt,wod,,Irregular,batvolt,instant_wod_batvolt,Series,,,,1
19509,19392,0,1,,wod_parity,wod,,Irregular,parity,instant_wod_parity,Series,,,,1
19510,19392,0,1,,wod_power,wod,,Irregular,power,instant_wod_power,Series,,,,1
19511,19392,0,1,,wod_msglen,wod,,Irregular,msglen,instant_wod_msglen,Series,,,,1
19512,19392,0,1,,wod_lenerr,wod,,Irregular,lenerr,instant_wod_lenerr,Series,,,,1
19513,19392,0,1,,wod_timeerr,wod,,Irregular,timeerr,instant_wod_timeerr,Series,,,,1
69,53,0,149,sum,acki_ym,acki,,Daily,ym,daily_acki_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
5,3,1,0,,daily,,,,,,,,,,0
60,53,0,140,sum,acki_pp,acki,,Daily,pp,daily_acki_pp,CalculationSeries,,"DailySum(instant_%site%_pi,96)",,1
70,53,0,131,sum,acki_bn,acki,,Daily,bn,daily_acki_bn,CalculationSeries,,DailyMin(instant_%site%_bp),,1
65,53,0,145,sum,acki_ua,acki,,Daily,ua,daily_acki_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
68,53,0,148,sum,acki_wr,acki,,Daily,wr,daily_acki_wr,CalculationSeries,,DailyAverage(instant_%site%_ws)*24.0,,1
61,53,0,141,sum,acki_pu,acki,,Daily,pu,daily_acki_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
64,53,0,144,sum,acki_tg,acki,,Daily,tg,daily_acki_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_ob,instant_%site%_ob,86.0,50.0)",,1
71,53,0,132,sum,acki_bp,acki,,Daily,bp,daily_acki_bp,CalculationSeries,,"DailyAverage(instant_%site%_bp,92)",,1
59,53,0,139,sum,acki_mx,acki,,Daily,mx,daily_acki_mx,CalculationSeries,,DailyMax(instant_%site%_ob),,1
58,53,0,138,sum,acki_mn,acki,,Daily,mn,daily_acki_mn,CalculationSeries,,DailyMin(instant_%site%_ob),,1
12721,12720,1,0,,instant,,,,,,,,,,0
9023,9022,1,0,,instant,,,,,,,,,,0
9024,9023,0,1,,alno_ch,alno,feet,Irregular,ch,instant_alno_ch,Series,,,,1
9025,9023,0,1,sum,alno_qc,alno,cfs,Irregular,qc,instant_alno_qc,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%.csv"")",,1
9026,9023,0,1,sum,alno_hh,alno,feet,Irregular,hh,instant_alno_hh,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%_shift.csv"")",,1
10047,10045,1,0,,daily,,,,,,,,,,0
9492,9491,1,0,,instant,,,,,,,,,,0
9493,9491,1,0,,daily,,,,,,,,,,0
9494,9491,1,0,,quality,,,,,,,,,,0
9495,9492,0,9495,,epto_gh,epto,feet,Irregular,gh,instant_epto_gh,Series,,,,1
9496,9492,0,9496,sum,epto_q,epto,cfs,Irregular,q,instant_epto_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
9497,9492,0,9497,sum,epto_hj,epto,feet,Irregular,hj,instant_epto_hj,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%_shift.csv"")",,1
9498,9492,0,9498,,epto_wf,epto,degF,Irregular,wf,instant_epto_wf,Series,,,,1
9294,10933,0,1,,alno_power,alno,,Irregular,power,instant_alno_power,Series,,,,1
10703,10934,0,1,,bcao_lenerr,bcao,,Irregular,lenerr,instant_bcao_lenerr,Series,,,,1
8769,8761,0,8769,,umdo_lenerr,umdo,,Irregular,lenerr,instant_umdo_lenerr,Series,,,,1
1601,1573,0,7,,ebri_pi,ebri,,Irregular,pi,instant_ebri_pi,Series,,,,1
1602,1573,0,8,,ebri_bp,ebri,,Irregular,bp,instant_ebri_bp,Series,,,,1
15763,15325,1,1,,daily,,,,,folder2017may30130109575,Series,,,,1
15764,15763,0,1,,atai_pc,atai,,Daily,pc,daily_atai_pc,Series,,,,1
143,133,0,189,sum,agko_sr,agko,,Daily,sr,daily_agko_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
146,133,0,192,sum,agko_ua,agko,,Daily,ua,daily_agko_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
145,133,0,191,sum,agko_tg,agko,,Daily,tg,daily_agko_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
8745,7646,1,0,,instant,,,,,,,,,,0
15765,15763,0,1,,atai_se,atai,,Daily,se,daily_atai_se,Series,,,,1
15766,15763,0,1,,atai_sd,atai,,Daily,sd,daily_atai_sd,Series,,,,1
8768,8761,0,8768,,umdo_msglen,umdo,,Irregular,msglen,instant_umdo_msglen,Series,,,,1
11002,9160,1,0,,quality,,,,,,,,,,0
8491,8490,1,0,,instant,,,,,,,,,,0
8492,8490,1,0,,daily,,,,,,,,,,0
13088,8424,0,1,,bfti_wf,bfti,,Irregular,wf,instant_bfti_wf,Series,,,,1
6554,8516,0,0,sum,alpy_hj,alpy,,Irregular,hj,instant_alpy_hj,CalculationSeries,,"FileRatingTable(alpy_gh,""alpy_shift.csv"")",usgs,1
15767,15763,0,1,,atai_mm,atai,,Daily,mm,daily_atai_mm,Series,,,,1
11020,11019,1,0,,instant,,,,,,,,,,0
14135,14134,1,1,,instant,,,,,folder2017mar06095718197,Series,,,,1
11021,11019,1,0,,daily,,,,,,,,,,0
15768,15763,0,1,,atai_mx,atai,,Daily,mx,daily_atai_mx,Series,,,,1
10048,10045,1,0,,quality,,,,,,,,,,0
8268,8264,0,8268,sum,prho_hj,prho,,Irregular,hj,instant_prho_hj,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%_shift.csv"")",idahopower,1
52,51,1,0,,instant,,,,,,,,,,0
8546,8545,1,0,,instant,,,,,,,,,,0
8547,8545,1,0,,daily,,,,,,,,,,0
8747,7646,1,0,,quality,,,,,,,,,,0
8526,8520,1,0,,instant,,,,,,,,,,0
3,2,1,10,,abei,abei,,,,,,,,,0
37,4,0,0,,abei_ob,abei,,Irregular,ob,instant_abei_ob,Series,,,,1
12941,12721,0,1,,roso_za,roso,,Irregular,za,instant_roso_za,Series,,,,1
8497,8491,0,1,,uny_ob,uny,,Irregular,ob,instant_uny_ob,Series,,,,1
8748,8745,0,8748,,yoko_gh,yoko,feet,Irregular,gh,instant_yoko_gh,Series,,,,1
8749,8745,0,8749,sum,yoko_q,yoko,cfs,Irregular,q,instant_yoko_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
15769,15763,0,1,,atai_mn,atai,,Daily,mn,daily_atai_mn,Series,,,,1
15770,15763,0,1,,atai_ss,atai,,Daily,ss,daily_atai_ss,Series,,,,1
83,2,1,30,,afty,afty,,,,,,,,,0
131,2,1,40,,agko,agko,,,,,,,,,0
8559,8558,1,0,,instant,,,,,,,,,,0
8560,8558,1,0,,daily,,,,,,,,,,0
15771,15330,1,1,,daily,,,,,folder2017may30130114073,Series,,,,1
10049,10047,0,10049,sum,evty_ud,evty,,Daily,ud,daily_evty_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
15772,15771,0,1,,basi_pc,basi,,Daily,pc,daily_basi_pc,Series,,,,1
8914,8913,1,1,,monthly,,,,,folder2015feb11162541511,Series,,,,1
15773,15771,0,1,,basi_se,basi,,Daily,se,daily_basi_se,Series,,,,1
142,133,0,188,sum,agko_pu,agko,,Daily,pu,daily_agko_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
8365,8310,1,87,,daily,,,,,folder2014dec11161331530,,,,,1
136,133,0,182,sum,agko_etrs,agko,,Daily,etrs,daily_agko_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
147,133,0,193,sum,agko_ud,agko,,Daily,ud,daily_agko_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
141,133,0,187,sum,agko_pp,agko,,Daily,pp,daily_agko_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
139,133,0,185,sum,agko_mx,agko,,Daily,mx,daily_agko_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
138,133,0,184,sum,agko_mn,agko,,Daily,mn,daily_agko_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
135,133,0,181,sum,agko_etos,agko,,Daily,etos,daily_agko_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
171,169,0,199,sum,ahti_etos,ahti,,Daily,etos,daily_ahti_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
173,169,0,201,sum,ahti_mm,ahti,,Daily,mm,daily_ahti_mm,CalculationSeries,,"DailyAverage(instant_%site%_obm,92)",,1
174,169,0,202,sum,ahti_mn,ahti,,Daily,mn,daily_ahti_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
191,169,0,219,sum,ahti_ym,ahti,,Daily,ym,daily_ahti_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
10495,10493,1,0,,daily,,,,,,,,,,0
9028,9027,1,0,,instant,,,,,,,,,,0
9029,9028,0,1,,alto_ch,alto,feet,Irregular,ch,instant_alto_ch,Series,,,,1
9030,9028,0,1,sum,alto_qc,alto,cfs,Irregular,qc,instant_alto_qc,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%.csv"")",,1
9031,9028,0,1,sum,alto_hh,alto,feet,Irregular,hh,instant_alto_hh,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%_shift.csv"")",,1
10587,10586,1,0,,instant,,,,,,,,,,0
268,244,0,278,sum,arao_zl,arao,,Daily,zl,daily_arao_zl,CalculationSeries,,DailyMin(instant_%site%_za),,1
254,244,0,264,sum,arao_sr,arao,,Daily,sr,daily_arao_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
253,244,0,263,sum,arao_pu,arao,,Daily,pu,daily_arao_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
255,244,0,265,sum,arao_ta,arao,,Daily,ta,daily_arao_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
246,244,0,256,sum,arao_etos,arao,,Daily,etos,daily_arao_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
256,244,0,266,sum,arao_tg,arao,,Daily,tg,daily_arao_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
266,244,0,275,sum,arao_yb,arao,,Daily,yb,daily_arao_yb,CalculationSeries,,DailyMin(instant_%site%_au),,1
261,244,0,276,sum,arao_ym,arao,,Daily,ym,daily_arao_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
267,244,0,277,sum,arao_zk,arao,,Daily,zk,daily_arao_zk,CalculationSeries,,DailyMax(instant_%site%_za),,1
9033,9032,1,0,,instant,,,,,,,,,,0
10719,15096,0,1,,instant_ulmt_ob,ulmt,,Irregular,ob,instant_ulmt_ob,Series,,,,1
9035,9033,0,1,,bcmo_gh,bcmo,feet,Irregular,gh,instant_bcmo_gh,Series,,,,1
11022,11019,1,0,,quality,,,,,,,,,,0
11023,11020,0,11023,,capo_gh,capo,feet,Irregular,gh,instant_capo_gh,Series,,,,1
11024,11020,0,11024,sum,capo_q,capo,cfs,Irregular,q,instant_capo_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
10773,10772,1,0,,instant,,,,,,,,,,0
10588,10586,1,0,,daily,,,,,,,,,,0
10774,10772,1,0,,daily,,,,,,,,,,0
8561,8559,0,8561,,mado_gh,mado,feet,Irregular,gh,instant_mado_gh,Series,,,,1
7288,7287,1,0,,instant,,,,,,,,,,0
7324,7323,1,0,,instant,,,,,,,,,,0
8759,8758,1,0,,instant,,,,,,,,,,0
8760,8758,1,0,,daily,,,,,,,,,,0
262,244,0,271,sum,arao_xd,arao,,Daily,xd,daily_arao_xd,CalculationSeries,,DailyMin(instant_%site%_sv),,1
263,244,0,272,sum,arao_xh,arao,,Daily,xh,daily_arao_xh,CalculationSeries,,DailyMax(instant_%site%_sv),,1
258,244,0,268,sum,arao_ud,arao,,Daily,ud,daily_arao_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
247,244,0,257,sum,arao_etrs,arao,,Daily,etrs,daily_arao_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
8548,8546,0,8548,,mabo_gh,mabo,feet,Irregular,gh,instant_mabo_gh,Series,,,,1
8549,8546,0,8549,sum,mabo_q,mabo,cfs,Irregular,q,instant_mabo_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
119,84,0,7,,afty_ea,afty,,Irregular,ea,instant_afty_ea,Series,,,,1
8750,8745,0,8750,sum,yoko_hj,yoko,cfs,Irregular,hj,instant_yoko_hj,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%_shift.csv"")",,1
8751,8745,0,8751,,yoko_wf,yoko,degF,Irregular,wf,instant_yoko_wf,Series,,,,1
8550,8546,0,8550,sum,mabo_hj,mabo,cfs,Irregular,hj,instant_mabo_hj,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%_shift.csv"")",,1
8554,8546,0,8554,,mabo_wf,mabo,degF,Irregular,wf,instant_mabo_wf,Series,,,,1
8762,8759,0,8762,,umdo_gh,umdo,feet,Irregular,gh,instant_umdo_gh,Series,,,,1
11248,11245,1,0,,quality,,,,,,,,,,0
10775,10772,1,0,,quality,,,,,,,,,,0
15774,15771,0,1,,basi_sd,basi,,Daily,sd,daily_basi_sd,Series,,,,1
15775,15771,0,1,,basi_mm,basi,,Daily,mm,daily_basi_mm,Series,,,,1
10892,10891,1,0,,instant,,,,,,,,,,0
252,244,0,262,sum,arao_pp,arao,,Daily,pp,daily_arao_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
318,291,0,318,sum,bano_z1,bano,,Daily,z1,daily_bano_z1,CalculationSeries,,DailyMin(instant_%site%_z1),,1
293,291,0,293,sum,bano_etos,bano,,Daily,etos,daily_bano_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
319,291,0,319,sum,bano_z2,bano,,Daily,z2,daily_bano_z2,CalculationSeries,,DailyMax(instant_%site%_z1),,1
317,291,0,317,sum,bano_yw,bano,,Daily,yw,daily_bano_yw,CalculationSeries,,"DailyAverage(instant_%site%_sw,92)",,1
309,291,0,301,sum,bano_rhn,bano,,Daily,rhn,daily_bano_rhn,CalculationSeries,,DailyMin(instant_%site%_tu),,1
313,291,0,312,sum,bano_xg,bano,,Daily,xg,daily_bano_xg,CalculationSeries,,DailyMax(instant_%site%_sw),,1
294,291,0,294,sum,bano_etrs,bano,,Daily,etrs,daily_bano_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
295,291,0,295,sum,bano_mm,bano,,Daily,mm,daily_bano_mm,CalculationSeries,,"DailyAverage(instant_%site%_obm,92)",,1
299,291,0,299,sum,bano_pp,bano,,Daily,pp,daily_bano_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
297,291,0,297,sum,bano_mx,bano,,Daily,mx,daily_bano_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
311,291,0,310,sum,bano_xc,bano,,Daily,xc,daily_bano_xc,CalculationSeries,,DailyMin(instant_%site%_sw),,1
312,291,0,311,sum,bano_xf,bano,,Daily,xf,daily_bano_xf,CalculationSeries,,DailyMax(instant_%site%_sl),,1
308,291,0,316,sum,bano_ym,bano,,Daily,ym,daily_bano_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
301,291,0,302,sum,bano_sr,bano,,Daily,sr,daily_bano_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
302,291,0,303,sum,bano_ta,bano,,Daily,ta,daily_bano_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
303,291,0,304,sum,bano_tg,bano,,Daily,tg,daily_bano_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
304,291,0,305,sum,bano_ua,bano,,Daily,ua,daily_bano_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
306,291,0,307,sum,bano_wg,bano,,Daily,wg,daily_bano_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
307,291,0,308,sum,bano_wr,bano,,Daily,wr,daily_bano_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
300,291,0,300,sum,bano_pu,bano,,Daily,pu,daily_bano_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
320,291,0,320,sum,bano_z3,bano,,Daily,z3,daily_bano_z3,CalculationSeries,,"DailyAverage(instant_%site%_z1,92)",,1
310,291,0,309,sum,bano_xb,bano,,Daily,xb,daily_bano_xb,CalculationSeries,,DailyMin(instant_%site%_sl),,1
314,291,0,313,sum,bano_ya,bano,,Daily,ya,daily_bano_ya,CalculationSeries,,DailyMax(instant_%site%_au),,1
315,291,0,314,sum,bano_yb,bano,,Daily,yb,daily_bano_yb,CalculationSeries,,DailyMin(instant_%site%_au),,1
